SIDO,STD_YYYYMM,AVG_PM2.5
세종특별자치시,202006,16.0
경기도,202006,20.78
강원도,202006,18.0
충청북도,202006,20.09
충청남도,202006,19.31
전라북도,202006,23.27
전라남도,202006,15.05
경상북도,202006,15.67
경상남도,202006,15.68
제주특별자치도,202006,13.67
서울특별시,202007,13.0
부산광역시,202007,10.0
대구광역시,202007,14.0
인천광역시,202007,
광주광역시,202007,9.0
대전광역시,202007,9.0
울산광역시,202007,12.0
세종특별자치시,202007,9.0
경기도,202007,12.53
강원도,202007,8.68
충청북도,202007,9.75
충청남도,202007,12.06
전라북도,202007,12.47
전라남도,202007,9.23
경상북도,202007,8.82
경상남도,202007,10.28
제주특별자치도,202007,9.67
서울특별시,202008,14.0
부산광역시,202008,19.0
대구광역시,202008,16.0
인천광역시,202008,14.0
광주광역시,202008,14.0
대전광역시,202008,10.0
울산광역시,202008,17.0
세종특별자치시,202008,11.0
경기도,202008,12.42
강원도,202008,10.2
충청북도,202008,11.08
충청남도,202008,13.12
전라북도,202008,14.87
전라남도,202008,15.13
경상북도,202008,13.39
경상남도,202008,15.63
제주특별자치도,202008,14.33
서울특별시,202009,11.0
부산광역시,202009,13.0
대구광역시,202009,15.0
인천광역시,202009,10.0
광주광역시,202009,13.0
대전광역시,202009,12.0
울산광역시,202009,14.0
세종특별자치시,202009,10.0
경기도,202009,10.94
강원도,202009,9.24
충청북도,202009,11.92
충청남도,202009,12.6
전라북도,202009,13.46
전라남도,202009,13.24
경상북도,202009,11.29
경상남도,202009,12.47
제주특별자치도,202009,13.0
서울특별시,202010,17.0
부산광역시,202010,15.0
대구광역시,202010,18.0
인천광역시,202010,15.0
광주광역시,202010,17.0
대전광역시,202010,18.0
울산광역시,202010,15.0
세종특별자치시,202010,20.0
경기도,202010,18.25
강원도,202010,13.88
충청북도,202010,20.58
충청남도,202010,19.8
전라북도,202010,17.47
전라남도,202010,15.04
경상북도,202010,15.62
경상남도,202010,14.12
제주특별자치도,202010,15.67
서울특별시,202011,24.0
부산광역시,202011,17.0
대구광역시,202011,23.0
인천광역시,202011,21.0
광주광역시,202011,20.0
대전광역시,202011,20.0
울산광역시,202011,17.0
세종특별자치시,202011,25.0
경기도,202011,24.91
강원도,202011,19.13
충청북도,202011,25.42
충청남도,202011,24.62
전라북도,202011,20.13
전라남도,202011,15.67
경상북도,202011,21.04
경상남도,202011,16.89
제주특별자치도,202011,13.0
서울특별시,202012,27.0
부산광역시,202012,21.0
대구광역시,202012,24.0
인천광역시,202012,24.0
광주광역시,202012,24.0
대전광역시,202012,20.0
울산광역시,202012,19.0
세종특별자치시,202012,28.0
경기도,202012,28.66
강원도,202012,23.0
충청북도,202012,29.58
충청남도,202012,27.19
전라북도,202012,22.73
전라남도,202012,17.91
경상북도,202012,24.05
경상남도,202012,19.0
제주특별자치도,202012,14.0
서울특별시,202101,21.0
부산광역시,202101,19.0
대구광역시,202101,21.0
인천광역시,202101,20.0
광주광역시,202101,22.0
대전광역시,202101,18.0
울산광역시,202101,17.0
세종특별자치시,202101,25.0
경기도,202101,22.06
강원도,202101,16.61
충청북도,202101,24.83
충청남도,202101,24.44
전라북도,202101,21.6
전라남도,202101,17.09
경상북도,202101,19.87
경상남도,202101,17.44
제주특별자치도,202101,13.67
서울특별시,202102,29.0
부산광역시,202102,21.0
대구광역시,202102,24.0
인천광역시,202102,28.0
광주광역시,202102,25.0
대전광역시,202102,21.0
울산광역시,202102,21.0
세종특별자치시,202102,27.0
경기도,202102,30.0
강원도,202102,20.95
충청북도,202102,28.33
충청남도,202102,30.81
전라북도,202102,25.57
전라남도,202102,20.22
경상북도,202102,22.5
경상남도,202102,19.53
제주특별자치도,202102,17.0
서울특별시,202103,32.0
부산광역시,202103,21.0
대구광역시,202103,23.0
인천광역시,202103,33.0
광주광역시,202103,27.0
대전광역시,202103,23.0
울산광역시,202103,20.0
세종특별자치시,202103,27.0
경기도,202103,32.5
강원도,202103,19.32
충청북도,202103,27.25
충청남도,202103,33.12
전라북도,202103,28.8
전라남도,202103,21.73
경상북도,202103,20.33
경상남도,202103,19.21
제주특별자치도,202103,23.33
서울특별시,202104,19.0
부산광역시,202104,15.0
대구광역시,202104,17.0
인천광역시,202104,19.0
광주광역시,202104,18.0
대전광역시,202104,15.0
울산광역시,202104,16.0
세종특별자치시,202104,16.0
경기도,202104,18.39
강원도,202104,14.11
충청북도,202104,17.91
충청남도,202104,20.23
전라북도,202104,18.0
전라남도,202104,14.32
경상북도,202104,15.88
경상남도,202104,14.67
제주특별자치도,202104,14.0
서울특별시,202105,20.0
부산광역시,202105,16.0
대구광역시,202105,18.0
인천광역시,202105,20.0
광주광역시,202105,20.0
대전광역시,202105,18.0
울산광역시,202105,17.0
세종특별자치시,202105,16.0
경기도,202105,20.44
강원도,202105,14.63
충청북도,202105,20.55
충청남도,202105,21.73
전라북도,202105,20.07
전라남도,202105,16.87
경상북도,202105,17.12
경상남도,202105,15.61
제주특별자치도,202105,16.0
서울특별시,202106,19.0
부산광역시,202106,15.0
대구광역시,202106,20.0
인천광역시,202106,23.0
광주광역시,202106,18.0
대전광역시,202106,18.0
울산광역시,202106,17.0
세종특별자치시,202106,16.0
경기도,202106,20.12
강원도,202106,13.22
충청북도,202106,19.0
충청남도,202106,20.38
전라북도,202106,20.57
전라남도,202106,15.74
경상북도,202106,17.42
경상남도,202106,16.47
제주특별자치도,202106,13.0
서울특별시,202107,15.0
부산광역시,202107,9.0
대구광역시,202107,10.0
인천광역시,202107,19.0
광주광역시,202107,10.0
대전광역시,202107,9.0
울산광역시,202107,10.0
세종특별자치시,202107,9.0
경기도,202107,14.13
강원도,202107,9.67
충청북도,202107,9.75
충청남도,202107,12.87
전라북도,202107,11.13
전라남도,202107,10.65
경상북도,202107,11.58
경상남도,202107,11.46
제주특별자치도,202107,8.0
서울특별시,202108,13.0
부산광역시,202108,10.0
대구광역시,202108,11.0
인천광역시,202108,13.0
광주광역시,202108,10.0
대전광역시,202108,
울산광역시,202108,11.0
세종특별자치시,202108,9.0
경기도,202108,12.25
강원도,202108,9.53
충청북도,202108,10.17
충청남도,202108,12.8
전라북도,202108,10.67
전라남도,202108,10.15
경상북도,202108,11.08
경상남도,202108,11.15
제주특별자치도,202108,7.33
서울특별시,202109,7.0
부산광역시,202109,8.0
대구광역시,202109,9.0
인천광역시,202109,8.0
광주광역시,202109,8.0
대전광역시,202109,8.0
울산광역시,202109,8.0
세종특별자치시,202109,7.0
경기도,202109,7.47
강원도,202109,5.67
충청북도,202109,8.08
충청남도,202109,8.67
전라북도,202109,8.5
전라남도,202109,8.67
경상북도,202109,8.38
경상남도,202109,9.18
제주특별자치도,202109,8.0
서울특별시,202110,13.0
부산광역시,202110,12.0
대구광역시,202110,15.0
인천광역시,202110,14.0
광주광역시,202110,15.0
대전광역시,202110,15.0
울산광역시,202110,12.0
세종특별자치시,202110,15.0
경기도,202110,14.46
강원도,202110,8.81
충청북도,202110,17.08
충청남도,202110,16.06
전라북도,202110,15.27
전라남도,202110,13.1
경상북도,202110,12.83
경상남도,202110,13.21
제주특별자치도,202110,11.0
서울특별시,202111,26.0
부산광역시,202111,18.0
대구광역시,202111,22.0
인천광역시,202111,25.0
광주광역시,202111,21.0
대전광역시,202111,19.0
울산광역시,202111,17.0
세종특별자치시,202111,24.0
경기도,202111,27.17
강원도,202111,18.18
충청북도,202111,26.5
충청남도,202111,23.53
전라북도,202111,20.93
전라남도,202111,17.73
경상북도,202111,20.25
경상남도,202111,17.79
제주특별자치도,202111,17.0
서울특별시,202112,23.0
부산광역시,202112,19.0
대구광역시,202112,22.0
인천광역시,202112,24.0
광주광역시,202112,23.0
대전광역시,202112,21.0
울산광역시,202112,17.0
세종특별자치시,202112,26.0
경기도,202112,24.19
강원도,202112,16.56
충청북도,202112,25.08
충청남도,202112,25.38
전라북도,202112,21.71
전라남도,202112,19.33
경상북도,202112,19.25
경상남도,202112,17.32
제주특별자치도,202112,14.67
서울특별시,202201,29.0
부산광역시,202201,21.0
대구광역시,202201,24.0
인천광역시,202201,28.0
광주광역시,202201,23.0
대전광역시,202201,25.0
울산광역시,202201,18.0
세종특별자치시,202201,30.0
경기도,202201,30.35
강원도,202201,22.42
충청북도,202201,30.33
충청남도,202201,29.87
전라북도,202201,26.07
전라남도,202201,21.05
경상북도,202201,22.42
경상남도,202201,20.32
제주특별자치도,202201,15.33
서울특별시,202202,26.0
부산광역시,202202,19.0
대구광역시,202202,21.0
인천광역시,202202,24.0
광주광역시,202202,24.0
대전광역시,202202,24.0
울산광역시,202202,18.0
세종특별자치시,202202,27.0
경기도,202202,26.45
강원도,202202,20.74
충청북도,202202,26.5
충청남도,202202,27.19
전라북도,202202,24.87
전라남도,202202,20.55
경상북도,202202,20.83
경상남도,202202,18.05
제주특별자치도,202202,17.67
서울특별시,202203,21.0
부산광역시,202203,21.0
대구광역시,202203,22.0
인천광역시,202203,22.0
광주광역시,202203,21.0
대전광역시,202203,24.0
울산광역시,202203,20.0
세종특별자치시,202203,24.0
경기도,202203,23.48
강원도,202203,19.07
충청북도,202203,25.5
충청남도,202203,24.69
전라북도,202203,22.33
전라남도,202203,17.13
경상북도,202203,22.09
경상남도,202203,18.11
제주특별자치도,202203,19.33
서울특별시,202204,22.0
부산광역시,202204,16.0
대구광역시,202204,17.0
인천광역시,202204,22.0
광주광역시,202204,17.0
대전광역시,202204,18.0
울산광역시,202204,16.0
세종특별자치시,202204,17.0
경기도,202204,21.78
강원도,202204,16.35
충청북도,202204,19.64
충청남도,202204,20.94
전라북도,202204,19.13
전라남도,202204,15.17
경상북도,202204,16.0
경상남도,202204,14.58
제주특별자치도,202204,15.67
서울특별시,202205,17.0
부산광역시,202205,17.0
대구광역시,202205,17.0
인천광역시,202205,16.0
광주광역시,202205,16.0
대전광역시,202205,15.0
울산광역시,202205,19.0
세종특별자치시,202205,14.0
경기도,202205,17.12
강원도,202205,14.35
충청북도,202205,17.73
충청남도,202205,16.56
전라북도,202205,16.53
전라남도,202205,15.09
경상북도,202205,15.91
경상남도,202205,16.17
제주특별자치도,202205,14.33
서울특별시,202206,12.0
부산광역시,202206,10.0
대구광역시,202206,12.0
인천광역시,202206,12.0
광주광역시,202206,12.0
대전광역시,202206,10.0
울산광역시,202206,12.0
세종특별자치시,202206,10.0
경기도,202206,12.56
강원도,202206,10.37
충청북도,202206,13.55
충청남도,202206,11.19
전라북도,202206,12.71
전라남도,202206,11.09
경상북도,202206,12.61
경상남도,202206,11.33
제주특별자치도,202206,10.33
서울특별시,202207,16.0
부산광역시,202207,12.0
대구광역시,202207,12.0
인천광역시,202207,18.0
광주광역시,202207,12.0
대전광역시,202207,12.0
울산광역시,202207,12.0
세종특별자치시,202207,12.0
경기도,202207,14.31
강원도,202207,8.37
충청북도,202207,13.67
충청남도,202207,14.31
전라북도,202207,14.0
전라남도,202207,11.17
경상북도,202207,11.4
경상남도,202207,12.61
제주특별자치도,202207,10.67
서울특별시,202208,11.0
부산광역시,202208,10.0
대구광역시,202208,9.0
인천광역시,202208,11.0
광주광역시,202208,9.0
대전광역시,202208,8.0
울산광역시,202208,14.0
세종특별자치시,202208,8.0
경기도,202208,10.12
강원도,202208,8.0
충청북도,202208,10.25
충청남도,202208,8.81
전라북도,202208,9.2
전라남도,202208,8.26
경상북도,202208,9.05
경상남도,202208,9.88
제주특별자치도,202208,8.0
서울특별시,202209,11.0
부산광역시,202209,10.0
대구광역시,202209,9.0
인천광역시,202209,14.0
광주광역시,202209,12.0
대전광역시,202209,10.0
울산광역시,202209,12.0
세종특별자치시,202209,10.0
경기도,202209,11.47
강원도,202209,7.16
충청북도,202209,11.75
충청남도,202209,12.38
전라북도,202209,12.6
전라남도,202209,11.09
경상북도,202209,8.72
경상남도,202209,10.35
제주특별자치도,202209,14.0
서울특별시,202210,14.0
부산광역시,202210,11.0
대구광역시,202210,12.0
인천광역시,202210,17.0
광주광역시,202210,14.0
대전광역시,202210,14.0
울산광역시,202210,12.0
세종특별자치시,202210,15.0
경기도,202210,15.44
강원도,202210,8.63
충청북도,202210,15.58
충청남도,202210,17.5
전라북도,202210,16.67
전라남도,202210,11.91
경상북도,202210,12.19
경상남도,202210,12.06
제주특별자치도,202210,12.33
서울특별시,202211,22.0
부산광역시,202211,19.0
대구광역시,202211,23.0
인천광역시,202211,24.0
광주광역시,202211,21.0
대전광역시,202211,24.0
울산광역시,202211,19.0
세종특별자치시,202211,25.0
경기도,202211,24.94
강원도,202211,16.56
충청북도,202211,26.33
충청남도,202211,25.81
전라북도,202211,25.07
전라남도,202211,17.64
경상북도,202211,22.04
경상남도,202211,18.79
제주특별자치도,202211,17.0
서울특별시,202212,19.0
부산광역시,202212,18.0
대구광역시,202212,20.0
인천광역시,202212,20.0
광주광역시,202212,20.0
대전광역시,202212,21.0
울산광역시,202212,18.0
세종특별자치시,202212,23.0
경기도,202212,22.12
강원도,202212,17.22
충청북도,202212,26.0
충청남도,202212,21.87
전라북도,202212,22.2
전라남도,202212,14.52
경상북도,202212,19.35
경상남도,202212,16.21
제주특별자치도,202212,13.67
서울특별시,202301,26.0
부산광역시,202301,21.0
대구광역시,202301,23.0
인천광역시,202301,27.0
광주광역시,202301,23.0
대전광역시,202301,23.0
울산광역시,202301,20.0
세종특별자치시,202301,25.0
경기도,202301,27.62
강원도,202301,20.05
충청북도,202301,28.17
충청남도,202301,26.86
전라북도,202301,25.0
전라남도,202301,18.61
경상북도,202301,21.83
경상남도,202301,19.89
제주특별자치도,202301,16.67
서울특별시,202302,30.0
부산광역시,202302,22.0
대구광역시,202302,27.0
인천광역시,202302,31.0
광주광역시,202302,26.0
대전광역시,202302,30.0
울산광역시,202302,23.0
세종특별자치시,202302,34.0
경기도,202302,32.22
강원도,202302,23.58
충청북도,202302,32.33
충청남도,202302,33.94
전라북도,202302,30.93
전라남도,202302,20.57
경상북도,202302,24.04
경상남도,202302,21.05
제주특별자치도,202302,15.0
