SIDO,STD_YYYYMM,평균기온,평균상대습도,평균증기압,평균최고기온,평균최저기온,평균풍속
세종특별자치시,201711,7.3,60.9,6.6,13.1,2.1,2.1
강원도,201712,-2.4,54.6,2.9,2.3,-7.3,1.9
경기도,201712,-3.0,62.0,3.3,1.9,-8.0,1.6
인천광역시,201712,-0.2,58.3,3.7,4.4,-4.3,3.0
서울특별시,201712,-1.9,56.0,3.3,2.2,-5.7,1.8
경상북도,201712,-0.6,50.4,3.1,4.9,-5.8,2.6
충청북도,201712,-2.8,58.5,3.1,2.3,-7.8,1.7
충청남도,201712,-0.6,69.5,4.2,4.4,-5.0,2.0
대전광역시,201712,-0.4,66.0,4.1,4.7,-4.9,1.4
전라북도,201712,0.2,65.7,4.2,5.3,-4.4,1.7
대구광역시,201712,0.7,46.0,3.0,5.8,-4.0,2.6
울산광역시,201712,2.3,42.0,3.2,7.2,-2.6,2.5
경상남도,201712,1.5,57.4,4.0,7.2,-3.7,1.7
광주광역시,201712,1.9,64.0,4.6,6.6,-1.9,1.5
부산광역시,201712,3.6,40.0,3.4,8.6,-0.7,3.0
전라남도,201712,2.2,67.4,4.9,7.1,-2.3,2.9
제주특별자치도,201712,4.9,66.5,5.9,8.2,1.6,4.3
세종특별자치시,201712,0.3,57.8,3.8,5.2,-4.2,2.3
강원도,201801,-4.3,51.1,2.5,1.0,-9.0,1.9
경기도,201801,-5.0,56.0,2.6,0.6,-9.7,1.6
인천광역시,201801,-3.9,58.3,2.9,-0.6,-7.1,3.0
서울특별시,201801,-4.0,48.0,2.5,0.1,-7.3,1.9
경상북도,201801,-2.1,51.3,2.9,3.2,-6.7,2.6
충청북도,201801,-4.5,61.8,3.0,0.7,-9.0,1.5
충청남도,201801,-3.2,69.3,3.6,1.8,-7.8,1.4
대전광역시,201801,-2.5,66.0,3.6,2.4,-6.6,1.3
전라북도,201801,-2.3,71.1,3.9,2.6,-6.6,1.7
대구광역시,201801,-0.9,49.0,3.0,4.0,-5.2,2.5
울산광역시,201801,0.7,47.0,3.4,5.4,-3.4,2.5
경상남도,201801,-0.2,54.6,3.5,5.5,-5.0,1.7
광주광역시,201801,-0.2,66.0,4.2,4.5,-3.8,1.5
부산광역시,201801,1.9,45.0,3.5,6.5,-1.9,3.1
전라남도,201801,0.2,69.2,4.5,4.5,-3.6,3.1
제주특별자치도,201801,4.9,69.2,6.2,7.7,2.2,4.4
세종특별자치시,201801,-1.6,58.3,3.5,3.1,-5.7,2.2
강원도,201802,-2.5,47.7,2.6,3.2,-8.1,2.0
경기도,201802,-2.7,49.6,2.6,3.8,-8.8,1.8
인천광역시,201802,-2.1,54.3,3.1,1.8,-6.0,3.3
서울특별시,201802,-1.6,45.0,2.6,3.3,-5.9,2.2
경상북도,201802,-0.3,43.9,2.7,6.0,-6.3,2.6
충청북도,201802,-2.4,51.2,2.7,4.2,-8.8,1.7
충청남도,201802,-1.4,57.8,3.2,4.5,-7.4,1.7
대전광역시,201802,-0.4,53.0,3.2,5.6,-5.7,1.6
전라북도,201802,-0.6,60.7,3.6,5.2,-6.0,2.0
대구광역시,201802,1.3,40.0,2.8,7.1,-4.2,2.5
울산광역시,201802,2.6,41.0,3.3,7.6,-2.1,2.6
경상남도,201802,1.9,45.8,3.4,8.3,-4.1,1.8
광주광역시,201802,1.8,54.0,3.8,7.1,-2.8,1.6
부산광역시,201802,3.9,42.0,3.8,8.9,-0.2,3.5
전라남도,201802,1.6,60.6,4.2,6.7,-3.1,3.1
제주특별자치도,201802,5.5,63.0,5.8,8.8,2.4,4.3
세종특별자치시,201802,0.3,50.6,3.3,5.8,-4.8,2.4
강원도,201803,6.8,60.4,5.9,12.6,1.0,2.2
경기도,201803,7.2,63.6,6.6,13.9,1.5,1.9
인천광역시,201803,5.7,71.3,6.7,10.1,2.0,3.4
서울특별시,201803,8.1,59.0,6.6,13.6,3.8,1.9
경상북도,201803,7.9,61.5,6.4,14.3,1.8,2.7
충청북도,201803,7.2,64.0,6.4,14.1,0.9,1.8
충청남도,201803,7.3,75.5,7.8,13.6,1.6,1.8
대전광역시,201803,8.7,70.0,7.9,14.9,3.1,1.8
전라북도,201803,7.9,74.2,8.0,14.6,2.1,1.9
대구광역시,201803,9.2,60.0,6.8,15.6,3.3,2.3
울산광역시,201803,9.5,65.0,7.7,14.6,4.4,2.7
경상남도,201803,8.9,68.6,7.7,15.5,2.8,1.8
광주광역시,201803,10.0,72.0,8.9,16.5,4.7,1.8
부산광역시,201803,10.0,63.0,7.8,14.5,6.0,3.9
전라남도,201803,8.5,77.6,8.7,14.1,3.4,2.8
제주특별자치도,201803,11.2,78.0,10.6,15.1,7.6,3.6
세종특별자치시,201803,8.4,67.7,7.5,14.2,3.1,2.4
강원도,201804,12.0,57.4,7.5,18.4,5.8,2.2
경기도,201804,12.1,60.2,8.2,19.3,5.8,2.1
인천광역시,201804,10.7,65.0,8.3,15.2,6.8,3.8
서울특별시,201804,13.0,55.0,8.0,18.5,8.1,2.0
경상북도,201804,13.5,56.0,8.1,20.2,6.9,2.6
충청북도,201804,12.7,58.2,8.1,19.9,5.6,2.0
충청남도,201804,12.2,70.0,9.7,18.7,6.0,2.0
대전광역시,201804,13.9,64.0,9.8,20.3,7.8,2.0
전라북도,201804,13.0,69.5,10.2,19.6,6.8,2.2
대구광역시,201804,15.0,52.0,8.3,21.4,8.9,2.6
울산광역시,201804,14.5,61.0,9.9,19.9,9.7,2.4
경상남도,201804,14.1,65.6,10.3,20.5,8.1,1.9
광주광역시,201804,15.1,67.0,11.3,21.5,9.7,1.7
부산광역시,201804,14.5,62.0,10.4,18.7,11.1,4.0
전라남도,201804,13.4,73.8,11.3,18.9,8.1,3.0
제주특별자치도,201804,15.4,75.5,13.6,19.3,12.1,3.6
세종특별자치시,201804,13.4,63.3,9.6,19.4,8.0,2.5
강원도,201805,16.3,69.6,12.5,22.1,10.8,2.0
경기도,201805,17.2,69.6,13.4,23.6,11.5,1.8
인천광역시,201805,15.5,75.0,13.0,19.9,11.7,3.1
서울특별시,201805,18.2,63.0,13.1,23.3,13.4,1.7
경상북도,201805,17.6,69.0,13.5,23.4,11.9,2.3
충청북도,201805,17.8,67.2,13.4,24.0,11.8,1.7
충청남도,201805,17.6,74.0,14.8,23.2,12.2,1.8
대전광역시,201805,19.2,70.0,15.6,24.7,14.0,1.8
전라북도,201805,17.9,74.7,15.2,23.7,12.4,2.1
대구광역시,201805,19.2,62.0,13.5,24.8,14.2,2.4
울산광역시,201805,18.1,72.0,15.3,22.8,14.2,2.3
경상남도,201805,18.4,72.6,15.3,24.1,13.2,1.7
광주광역시,201805,19.5,74.0,16.8,25.0,14.8,1.6
부산광역시,201805,17.8,73.0,14.9,21.5,15.0,3.8
전라남도,201805,17.7,78.8,15.8,22.5,13.3,2.6
제주특별자치도,201805,18.4,81.8,17.4,22.0,15.5,2.8
세종특별자치시,201805,17.9,71.6,14.6,23.2,13.1,2.2
강원도,201806,21.4,66.9,16.4,27.2,16.4,1.7
경기도,201806,22.2,68.6,17.7,28.6,16.9,1.6
인천광역시,201806,20.0,80.3,18.5,24.4,16.5,2.3
서울특별시,201806,23.1,63.0,17.3,28.4,18.9,1.7
경상북도,201806,22.0,67.1,17.1,27.7,16.9,2.0
충청북도,201806,22.4,64.0,16.7,28.7,17.2,1.6
충청남도,201806,21.9,75.2,19.2,27.8,17.1,1.4
대전광역시,201806,23.6,68.0,19.3,29.1,18.8,1.7
전라북도,201806,22.1,75.0,19.6,28.1,17.4,1.8
대구광역시,201806,23.6,60.0,16.6,28.7,18.7,2.2
울산광역시,201806,21.6,75.0,19.8,26.2,17.9,1.8
경상남도,201806,22.3,73.9,19.4,28.0,17.6,1.5
광주광역시,201806,23.6,74.0,21.0,29.5,19.2,1.5
부산광역시,201806,21.5,75.0,19.1,25.2,18.9,3.1
전라남도,201806,21.7,79.5,20.3,26.5,18.0,2.2
제주특별자치도,201806,21.7,84.2,21.9,25.0,19.0,2.8
세종특별자치시,201806,22.2,71.9,18.7,27.4,17.8,1.9
강원도,201807,25.2,77.3,24.3,30.0,21.4,1.6
경기도,201807,26.7,75.6,25.8,32.0,22.4,1.4
인천광역시,201807,25.0,82.3,25.7,28.7,21.9,2.5
서울특별시,201807,27.8,68.0,24.6,32.1,24.2,1.5
경상북도,201807,26.5,75.8,25.6,31.5,22.2,1.9
충청북도,201807,26.9,71.5,24.8,32.4,22.5,1.5
충청남도,201807,26.7,80.0,27.4,31.7,22.5,1.4
대전광역시,201807,27.9,76.0,28.3,32.4,24.0,1.5
전라북도,201807,27.0,78.6,27.4,32.2,22.7,1.7
대구광역시,201807,28.2,66.0,24.1,33.1,24.0,2.2
울산광역시,201807,26.8,82.0,28.4,30.8,23.5,1.9
경상남도,201807,27.2,78.4,27.6,32.4,23.0,1.4
광주광역시,201807,28.3,79.0,29.8,33.5,24.5,1.7
부산광역시,201807,26.7,78.0,26.9,30.2,23.9,3.0
전라남도,201807,26.6,81.2,28.0,31.0,23.2,2.4
제주특별자치도,201807,26.7,86.5,30.0,29.6,24.4,3.1
세종특별자치시,201807,26.9,77.3,26.8,31.5,23.1,1.9
강원도,201808,25.5,77.6,24.8,30.5,21.6,1.6
경기도,201808,27.4,73.6,26.3,33.0,23.1,1.6
인천광역시,201808,26.6,78.3,26.8,30.3,23.3,2.7
서울특별시,201808,28.8,65.0,24.9,33.3,25.2,1.7
경상북도,201808,26.5,75.0,25.2,31.7,22.2,1.8
충청북도,201808,27.3,69.8,24.5,33.0,22.9,1.6
충청남도,201808,27.5,76.2,27.3,32.7,23.2,1.6
대전광역시,201808,29.0,72.0,28.1,33.7,25.0,1.9
전라북도,201808,27.5,76.3,27.4,32.8,23.3,2.0
대구광역시,201808,27.7,68.0,24.3,32.9,23.7,2.4
울산광역시,201808,27.0,81.0,28.3,31.1,23.6,2.1
경상남도,201808,27.4,78.5,28.1,32.6,23.4,1.6
광주광역시,201808,28.4,78.0,29.4,33.7,24.9,2.0
부산광역시,201808,27.9,75.0,27.9,31.3,25.3,3.5
전라남도,201808,27.5,80.4,29.1,31.7,24.3,2.9
제주특별자치도,201808,28.0,84.2,31.5,31.1,25.7,3.8
세종특별자치시,201808,27.5,75.6,27.1,32.2,23.8,2.2
강원도,201809,18.5,76.6,16.1,23.7,14.1,1.4
경기도,201809,20.0,73.4,16.8,26.1,15.0,1.4
인천광역시,201809,20.5,70.7,17.0,24.2,17.0,2.7
서울특별시,201809,21.5,61.0,15.4,26.0,17.6,1.6
경상북도,201809,19.7,77.9,17.7,24.6,15.5,1.7
충청북도,201809,19.6,73.2,16.4,25.4,14.6,1.4
충청남도,201809,20.2,75.2,17.5,25.4,15.4,1.4
대전광역시,201809,21.2,76.0,19.0,25.7,17.3,1.6
전라북도,201809,20.5,78.7,18.9,25.9,16.1,1.6
대구광역시,201809,21.0,71.0,17.4,25.4,17.2,1.9
울산광역시,201809,21.1,81.0,20.3,24.7,18.3,2.0
경상남도,201809,20.9,80.8,19.8,25.6,17.1,1.3
광주광역시,201809,21.6,78.0,20.0,26.3,18.0,1.5
부산광역시,201809,21.9,76.0,20.1,25.3,19.5,3.0
전라남도,201809,21.2,78.5,19.8,25.6,17.7,2.4
제주특별자치도,201809,23.5,79.8,23.2,26.5,21.0,3.3
세종특별자치시,201809,20.8,75.5,18.5,25.4,17.0,1.9
강원도,201810,11.0,71.5,9.3,17.0,6.1,1.6
경기도,201810,11.3,73.4,9.6,18.6,5.5,1.3
인천광역시,201810,13.3,64.3,9.8,17.4,9.4,2.9
서울특별시,201810,13.1,59.0,8.9,18.6,8.5,1.5
경상북도,201810,12.6,71.5,10.4,19.0,7.4,1.9
충청북도,201810,11.2,73.8,9.7,18.4,5.5,1.3
충청남도,201810,12.1,73.7,10.2,18.8,6.5,1.3
대전광역시,201810,13.0,76.0,11.3,18.9,8.2,1.2
전라북도,201810,12.7,77.0,11.2,19.1,7.3,1.7
대구광역시,201810,14.3,63.0,10.1,20.0,9.3,1.8
울산광역시,201810,15.1,70.0,12.0,20.2,10.5,2.0
경상남도,201810,14.1,72.8,11.6,20.6,8.8,1.4
광주광역시,201810,14.5,72.0,11.7,19.9,10.1,1.4
부산광역시,201810,16.4,62.0,11.8,21.1,13.0,2.0
전라남도,201810,14.6,70.5,11.6,20.0,9.9,2.6
제주특별자치도,201810,17.5,67.8,13.7,20.8,14.4,3.7
세종특별자치시,201810,13.6,69.9,10.8,19.3,8.8,1.8
강원도,201811,6.4,68.3,6.6,12.2,1.8,1.3
경기도,201811,6.2,70.4,6.7,13.3,0.9,1.1
인천광역시,201811,8.1,65.0,7.3,12.1,4.6,2.5
서울특별시,201811,7.8,58.0,6.3,13.2,3.6,1.4
경상북도,201811,7.5,68.9,7.2,14.3,2.2,1.6
충청북도,201811,6.1,71.5,6.8,13.4,0.5,1.0
충청남도,201811,7.0,73.3,7.4,13.8,1.5,1.0
대전광역시,201811,8.0,72.0,7.8,14.1,3.2,0.9
전라북도,201811,7.8,75.7,8.0,14.6,2.3,1.2
대구광역시,201811,8.8,63.0,7.1,15.2,3.3,1.3
울산광역시,201811,10.7,63.0,8.3,16.0,5.9,1.7
경상남도,201811,8.9,71.6,8.1,16.0,3.6,1.0
광주광역시,201811,9.9,70.0,8.5,15.5,5.3,1.0
부산광역시,201811,12.4,57.0,8.4,17.5,8.9,2.3
전라남도,201811,9.9,70.9,8.6,15.7,5.0,2.0
제주특별자치도,201811,13.8,69.0,11.1,17.4,10.6,3.0
세종특별자치시,201811,8.7,68.0,7.8,14.6,4.0,1.5
강원도,201812,-1.4,55.5,3.4,4.2,-6.3,1.6
경기도,201812,-1.8,55.2,3.3,4.3,-7.1,1.4
인천광역시,201812,-0.2,56.7,3.8,3.5,-3.7,3.7
서울특별시,201812,-0.6,46.0,3.1,4.1,-4.7,1.8
경상북도,201812,0.9,56.4,4.1,6.4,-3.9,2.2
충청북도,201812,-1.5,62.2,3.8,4.5,-6.7,1.3
충청남도,201812,0.1,63.0,4.2,5.4,-4.8,1.4
대전광역시,201812,0.6,64.0,4.5,5.8,-3.9,1.2
전라북도,201812,1.2,68.2,5.0,6.3,-3.4,1.8
대구광역시,201812,2.0,50.0,3.9,7.0,-2.3,2.1
울산광역시,201812,4.1,51.0,4.9,8.7,-0.1,2.4
경상남도,201812,3.0,57.5,4.8,8.6,-1.7,1.6
광주광역시,201812,3.2,62.0,5.2,7.8,-0.6,1.7
부산광역시,201812,5.7,49.0,5.2,10.1,2.0,2.9
전라남도,201812,3.8,65.5,5.7,8.0,-0.1,3.0
제주특별자치도,201812,8.8,69.8,8.4,11.6,6.3,4.0
세종특별자치시,201812,1.7,58.2,4.6,6.6,-2.6,2.1
강원도,201901,-1.9,48.6,2.5,4.4,-7.6,1.7
경기도,201901,-2.4,53.8,2.7,4.4,-8.7,1.3
인천광역시,201901,-0.5,56.3,3.5,3.4,-4.3,3.3
서울특별시,201901,-0.9,46.0,2.7,4.1,-5.1,1.8
경상북도,201901,0.5,48.5,3.0,6.3,-4.8,2.5
충청북도,201901,-2.3,56.5,2.9,4.5,-8.4,1.4
충청남도,201901,-1.1,62.3,3.5,5.0,-6.8,1.2
대전광역시,201901,0.0,60.0,3.7,5.7,-4.8,1.2
전라북도,201901,-0.3,67.8,4.0,5.4,-5.3,1.6
대구광역시,201901,1.7,44.0,3.0,7.3,-3.5,2.3
울산광역시,201901,3.5,40.0,3.2,8.9,-1.0,2.5
경상남도,201901,1.9,51.3,3.5,8.7,-3.6,1.6
광주광역시,201901,1.8,59.0,4.1,7.0,-2.1,1.4
부산광역시,201901,4.5,39.0,3.4,9.6,0.5,3.1
전라남도,201901,2.6,59.8,4.4,7.4,-1.6,3.2
제주특별자치도,201901,6.6,65.5,6.4,9.5,4.0,4.0
세종특별자치시,201901,0.9,53.6,3.5,6.4,-3.9,2.1
강원도,201902,0.6,55.4,3.5,6.1,-4.7,1.6
경기도,201902,-0.0,57.4,3.5,6.3,-5.7,1.4
인천광역시,201902,0.6,58.0,3.9,4.5,-3.1,3.3
서울특별시,201902,1.0,47.0,3.2,6.0,-3.2,1.8
경상북도,201902,2.6,54.0,4.1,8.3,-2.5,2.2
충청북도,201902,0.5,59.0,3.8,6.8,-5.0,1.3
충청남도,201902,0.8,61.8,4.0,6.9,-4.5,1.3
대전광역시,201902,2.0,60.0,4.3,7.8,-2.9,1.3
전라북도,201902,1.7,65.9,4.6,7.4,-3.3,1.8
대구광역시,201902,4.0,47.0,3.9,9.1,-0.9,2.1
울산광역시,201902,5.1,52.0,4.9,10.1,0.9,2.4
경상남도,201902,4.3,55.1,4.6,10.5,-1.1,1.6
광주광역시,201902,3.6,58.0,4.6,9.0,-0.7,1.5
부산광역시,201902,6.6,50.0,5.1,11.3,2.7,2.9
전라남도,201902,4.0,61.0,5.0,9.0,-0.4,3.0
제주특별자치도,201902,7.7,65.5,7.0,10.8,4.8,3.7
세종특별자치시,201902,2.8,56.7,4.4,8.1,-1.8,2.1
강원도,201903,5.9,57.7,5.1,11.9,0.1,1.9
경기도,201903,5.9,60.6,5.4,12.9,-0.3,1.7
인천광역시,201903,5.6,66.0,6.0,10.0,2.0,3.5
서울특별시,201903,7.1,51.0,5.1,12.4,2.7,2.1
경상북도,201903,7.6,56.3,5.7,14.2,1.4,2.5
충청북도,201903,6.1,58.2,5.3,13.2,-0.5,1.6
충청남도,201903,6.1,64.6,5.9,12.9,-0.2,1.8
대전광역시,201903,7.7,60.0,6.1,14.0,2.1,1.6
전라북도,201903,6.7,65.7,6.2,13.4,0.6,2.1
대구광역시,201903,9.4,50.0,5.7,15.5,3.6,2.4
울산광역시,201903,9.9,55.0,6.7,15.4,4.7,2.4
경상남도,201903,9.0,58.6,6.6,15.5,2.9,1.9
광주광역시,201903,8.4,61.0,6.6,14.7,3.4,1.7
부산광역시,201903,10.5,54.0,7.0,15.1,6.7,3.6
전라남도,201903,8.2,64.2,7.0,14.0,2.9,3.1
제주특별자치도,201903,10.7,65.0,8.5,14.6,7.2,3.8
세종특별자치시,201903,7.8,59.2,6.2,13.7,2.5,2.4
강원도,201904,10.5,57.6,7.1,16.8,4.3,1.8
경기도,201904,11.1,59.6,7.7,18.2,4.4,1.6
인천광역시,201904,10.4,64.0,8.0,15.1,6.2,3.0
서울특별시,201904,12.1,51.0,7.2,17.6,7.2,1.9
경상북도,201904,11.7,59.1,8.0,18.1,5.5,2.2
충청북도,201904,11.4,56.8,7.6,18.3,4.7,1.6
충청남도,201904,11.1,64.2,8.5,17.6,4.8,1.6
대전광역시,201904,12.9,61.0,9.1,18.9,7.2,1.6
전라북도,201904,11.5,68.8,9.4,17.9,5.8,1.6
대구광역시,201904,13.5,52.0,7.9,19.4,8.0,2.2
울산광역시,201904,12.8,62.0,9.0,18.0,8.0,2.1
경상남도,201904,12.8,63.1,9.3,19.0,7.1,1.6
광주광역시,201904,13.0,67.0,10.0,18.8,8.4,1.5
부산광역시,201904,13.4,60.0,9.3,17.3,9.9,3.2
전라남도,201904,12.2,69.6,9.9,17.5,7.1,2.4
제주특별자치도,201904,14.4,72.5,12.1,18.2,11.0,2.9
세종특별자치시,201904,12.2,61.8,8.8,17.9,6.8,2.1
강원도,201905,18.2,51.7,10.1,25.2,11.1,2.0
경기도,201905,18.3,57.0,11.3,26.0,10.8,1.8
인천광역시,201905,16.6,65.0,12.0,21.6,11.9,3.2
서울특별시,201905,19.4,47.0,10.2,25.6,13.7,2.1
경상북도,201905,18.7,54.8,11.1,25.9,11.3,2.2
충청북도,201905,18.4,53.0,10.4,26.4,10.4,1.7
충청남도,201905,17.5,61.8,11.8,24.8,10.3,1.7
대전광역시,201905,19.7,56.0,12.3,26.7,12.9,1.8
전라북도,201905,17.6,62.8,12.2,25.0,10.6,1.8
대구광역시,201905,20.7,47.0,10.5,27.5,13.6,2.1
울산광역시,201905,19.7,56.0,12.3,25.5,14.0,1.9
경상남도,201905,19.0,59.3,12.4,26.3,12.1,1.6
광주광역시,201905,19.2,58.0,12.4,26.2,13.1,1.6
부산광역시,201905,19.3,58.0,12.9,23.6,15.7,3.3
전라남도,201905,18.0,63.2,12.7,24.3,12.0,2.6
제주특별자치도,201905,19.2,65.2,14.4,23.1,15.4,2.8
세종특별자치시,201905,18.7,57.2,11.8,25.2,12.4,2.1
강원도,201906,20.2,71.9,16.5,26.0,15.2,1.5
경기도,201906,21.6,70.6,17.6,27.6,16.3,1.4
인천광역시,201906,19.9,78.3,17.8,24.0,16.6,2.6
서울특별시,201906,22.5,61.0,16.1,27.7,18.1,1.7
경상북도,201906,20.9,72.5,17.4,26.7,15.8,1.8
충청북도,201906,21.6,67.8,16.9,27.8,16.2,1.3
충청남도,201906,20.9,75.2,18.1,26.6,16.1,1.3
대전광역시,201906,22.6,72.0,19.2,27.9,17.9,1.3
전라북도,201906,21.0,78.4,19.0,26.6,16.5,1.5
대구광역시,201906,22.8,65.0,17.3,28.5,17.8,2.1
울산광역시,201906,20.7,80.0,19.2,25.1,17.0,1.7
경상남도,201906,21.6,75.1,19.0,27.4,17.1,1.3
광주광역시,201906,22.0,79.0,20.3,27.4,17.9,1.3
부산광역시,201906,21.1,74.0,18.4,24.7,18.3,2.6
전라남도,201906,21.0,79.7,19.5,25.7,17.1,1.9
제주특별자치도,201906,21.2,84.5,21.2,24.4,18.5,2.3
세종특별자치시,201906,21.4,74.1,18.3,26.5,17.0,1.7
강원도,201907,24.0,77.6,22.8,28.4,20.6,1.6
경기도,201907,25.1,78.4,24.6,30.0,21.3,1.5
인천광역시,201907,23.9,82.7,24.0,27.4,20.9,2.7
서울특별시,201907,25.9,69.0,22.6,30.1,22.7,1.8
경상북도,201907,24.4,80.0,24.3,28.9,20.8,1.8
충청북도,201907,24.9,74.8,23.4,29.7,20.9,1.4
충청남도,201907,24.7,80.2,24.4,29.0,21.0,1.7
대전광역시,201907,25.8,79.0,26.0,29.9,22.4,1.6
전라북도,201907,24.7,81.7,25.2,29.2,21.2,1.7
대구광역시,201907,25.8,76.0,24.7,30.0,22.3,1.9
울산광역시,201907,24.8,84.0,26.1,28.4,21.9,2.1
경상남도,201907,24.8,81.6,25.4,29.0,21.6,1.5
광주광역시,201907,25.3,84.0,26.9,29.4,22.4,1.8
부산광역시,201907,24.3,85.0,25.7,27.1,22.4,3.7
전라남도,201907,24.3,84.9,25.5,27.8,21.6,2.3
제주특별자치도,201907,24.4,91.0,27.6,27.0,22.4,2.6
세종특별자치시,201907,24.8,80.6,25.0,28.8,21.6,2.0
강원도,201908,24.8,78.4,24.1,29.7,20.9,1.4
경기도,201908,25.9,79.0,26.0,31.2,21.8,1.3
인천광역시,201908,25.6,79.3,25.7,29.3,22.3,2.4
서울특별시,201908,27.2,69.0,24.2,31.6,23.6,1.6
경상북도,201908,25.6,79.2,25.6,30.6,21.6,1.7
충청북도,201908,26.0,75.2,24.8,31.5,21.8,1.4
충청남도,201908,25.8,79.0,25.8,31.0,21.6,1.3
대전광역시,201908,27.2,78.0,27.9,31.6,23.6,1.3
전라북도,201908,25.9,81.0,26.8,30.9,22.0,1.5
대구광역시,201908,27.4,74.0,26.4,32.2,23.7,1.9
울산광역시,201908,26.4,82.0,28.0,30.3,23.1,1.8
경상남도,201908,26.5,80.1,27.2,31.4,22.6,1.3
광주광역시,201908,27.0,80.0,28.3,31.3,23.8,1.5
부산광역시,201908,27.0,78.0,27.7,30.1,24.6,3.1
전라남도,201908,26.1,80.8,27.1,30.2,22.8,2.1
제주특별자치도,201908,27.1,84.5,30.1,30.1,24.7,3.0
세종특별자치시,201908,26.3,78.6,26.6,30.8,22.8,1.8
강원도,201909,20.0,80.4,18.7,25.1,16.2,1.3
경기도,201909,21.1,81.0,20.2,26.5,16.9,1.3
인천광역시,201909,21.4,77.0,19.6,25.2,18.3,2.6
서울특별시,201909,22.6,65.0,17.8,27.1,19.0,2.2
경상북도,201909,21.2,82.1,20.7,25.9,17.3,1.6
충청북도,201909,21.2,77.8,19.5,26.5,16.8,1.2
충청남도,201909,21.3,80.2,20.2,26.3,17.2,1.4
대전광역시,201909,22.5,81.0,22.1,26.8,18.9,1.3
전라북도,201909,21.7,83.1,21.5,26.7,17.8,1.5
대구광역시,201909,22.6,79.0,21.3,27.0,19.1,1.7
울산광역시,201909,22.3,85.0,23.1,26.1,19.2,1.9
경상남도,201909,22.3,83.4,22.4,27.2,18.8,1.3
광주광역시,201909,22.9,82.0,23.0,27.2,19.6,1.6
부산광역시,201909,23.1,82.0,23.1,26.6,20.7,2.8
전라남도,201909,22.3,83.3,22.4,26.5,19.1,2.3
제주특별자치도,201909,23.9,86.0,25.7,26.7,21.7,3.5
세종특별자치시,201909,22.0,80.5,21.3,26.5,18.5,1.8
강원도,201910,14.1,75.1,12.1,19.7,9.4,1.5
경기도,201910,14.7,78.4,12.9,21.3,9.2,1.2
인천광역시,201910,15.9,70.7,13.0,20.2,12.0,2.8
서울특별시,201910,16.4,62.0,11.7,21.8,11.8,2.1
경상북도,201910,15.2,76.5,13.3,21.0,10.3,1.9
충청북도,201910,14.4,74.8,12.2,21.0,9.1,1.2
충청남도,201910,15.0,76.7,13.0,21.1,9.7,1.2
대전광역시,201910,16.2,76.0,14.0,21.5,11.6,1.1
전라북도,201910,15.4,78.7,13.7,21.4,10.5,1.4
대구광역시,201910,16.8,71.0,13.6,22.0,12.2,1.7
울산광역시,201910,17.3,75.0,15.1,21.7,13.5,2.2
경상남도,201910,16.5,74.7,14.1,22.4,11.8,1.4
광주광역시,201910,17.1,73.0,14.3,22.2,13.0,1.2
부산광역시,201910,18.6,67.0,14.6,22.8,15.5,3.0
전라남도,201910,16.8,73.7,14.2,21.9,12.5,2.4
제주특별자치도,201910,19.6,72.8,16.8,22.7,16.6,3.7
세종특별자치시,201910,16.2,73.5,13.7,21.5,11.8,1.9
강원도,201911,6.6,69.0,6.8,12.8,1.6,1.4
경기도,201911,6.1,72.2,6.9,12.9,0.5,1.2
인천광역시,201911,8.0,62.3,7.0,12.3,4.0,3.2
서울특별시,201911,7.6,56.0,6.1,12.9,3.1,2.2
경상북도,201911,8.3,69.8,7.8,14.9,2.8,1.9
충청북도,201911,6.6,72.0,7.2,13.8,0.7,1.1
충청남도,201911,7.6,73.0,7.8,14.5,1.8,1.3
대전광역시,201911,8.7,71.0,8.2,15.2,3.4,1.0
전라북도,201911,8.7,72.8,8.4,15.5,3.0,1.5
대구광역시,201911,9.8,66.0,8.1,16.3,4.3,1.7
울산광역시,201911,11.3,66.0,9.1,16.7,6.6,2.0
경상남도,201911,10.0,67.8,8.4,17.0,4.5,1.3
광주광역시,201911,10.8,66.0,8.8,16.9,6.0,1.2
부산광역시,201911,13.0,58.0,9.0,17.9,9.4,2.7
전라남도,201911,10.9,68.6,9.2,16.6,5.9,2.7
제주특별자치도,201911,14.7,69.5,11.9,18.3,11.3,3.7
세종특별자치시,201911,9.3,67.5,8.2,15.3,4.3,1.9
강원도,201912,1.0,63.6,4.3,5.9,-3.5,1.6
경기도,201912,0.3,74.6,4.9,5.0,-4.3,1.2
인천광역시,201912,2.2,66.0,5.0,5.8,-1.6,3.4
서울특별시,201912,1.4,58.0,4.2,5.3,-2.6,2.1
경상북도,201912,2.4,62.3,4.6,8.2,-2.4,2.1
충청북도,201912,0.3,72.2,4.6,5.8,-4.3,1.0
충청남도,201912,2.1,73.2,5.3,7.3,-2.6,1.2
대전광역시,201912,2.6,70.0,5.3,7.9,-1.8,1.1
전라북도,201912,3.0,71.2,5.5,8.1,-1.5,1.5
대구광역시,201912,3.5,57.0,4.6,9.0,-1.0,2.1
울산광역시,201912,5.4,54.0,5.1,10.5,0.9,2.1
경상남도,201912,3.8,61.8,5.0,10.0,-1.1,1.4
광주광역시,201912,4.8,62.0,5.4,9.5,1.0,1.3
