"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2010.01 ¿ù","2010.02 ¿ù","2010.03 ¿ù","2010.04 ¿ù","2010.05 ¿ù","2010.06 ¿ù","2010.07 ¿ù","2010.08 ¿ù","2010.09 ¿ù","2010.10 ¿ù","2010.11 ¿ù","2010.12 ¿ù","2011.01 ¿ù","2011.02 ¿ù","2011.03 ¿ù","2011.04 ¿ù","2011.05 ¿ù","2011.06 ¿ù","2011.07 ¿ù","2011.08 ¿ù","2011.09 ¿ù","2011.10 ¿ù","2011.11 ¿ù","2011.12 ¿ù","2012.01 ¿ù","2012.02 ¿ù","2012.03 ¿ù","2012.04 ¿ù","2012.05 ¿ù","2012.06 ¿ù","2012.07 ¿ù","2012.08 ¿ù","2012.09 ¿ù","2012.10 ¿ù","2012.11 ¿ù","2012.12 ¿ù","2013.01 ¿ù","2013.02 ¿ù","2013.03 ¿ù","2013.04 ¿ù","2013.05 ¿ù","2013.06 ¿ù","2013.07 ¿ù","2013.08 ¿ù","2013.09 ¿ù","2013.10 ¿ù","2013.11 ¿ù","2013.12 ¿ù","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù",
"±ºÆ÷","¿ùÆò±Õ","",".011",".015",".023","0.026*",".032",".036",".029",".021",".018",".017",".016",".011",".014",".013",".028",".03",".029",".034",".022",".024",".022",".015",".013",".011",".012",".016",".026",".03",".035",".038",".027",".028",".021",".019",".015",".011",".013",".018",".025",".033",".037",".036",".027",".029",".023",".017",".013",".01",".01",".014",".024",".031",".041",".037",".035",".027",".023",".017",".012",".012",".011",".018",".02",".023",".034",".038",".029",".032",".027",".019",".013",".01",".016",".023",".028",".035",".044",".041",".028",".035",".029",".018",".014",".011",".039",".02",".039",".036",".04",".044",".031",".026",".023",".017",".013",".01",".011",".018",".025",".031",".039",".037",".025",".029",".025",".017",".01",".011",".013",".018",".03",".032",".049",".046",".041","0.034*",".024",".022",".014",".012",".015",".021",".03",".043",".041",".051",".036",".023",".03",".023",".018",".016",".016",".023",".027",".04",".036",".041",".038",".033",".029",".022",".017",".013",".017",".026",".027",".039",".044",".035",".038",".031",".029",".021",".017",".015",".0157",".0201",
"½ÃÈï","¿ùÆò±Õ","",".013",".017",".025",".029",".035",".034",".025",".022",".021",".019",".018",".014",".018",".016",".03",".031",".031",".035",".022",".023",".025",".019",".013",".012",".012",".018",".026",".031",".037",".037",".024",".028",".026",".022",".016",".013",".013",".019",".025",".034",".039",".033",".029",".031",".025",".019",".015",".011",".012",".015",".027",".03",".043",".038",".035",".029",".025",".019",".015",".014",".013",".019",".022",".027",".036",".039",".031",".035",".029",".024",".013",".012",".016",".022",".028",".032",".044",".042",".028",".033",".03",".018",".015",".012",".038",".021",".039",".035",".04",".039",".031",".026",".029",".021",".017",".013",".014",".021",".028",".032",".037",".037",".022",".031",".027",".019",".012",".013",".014",".019",".029",".03",".048",".041",".035",".037",".025",".022",".015",".012",".015",".021",".03",".042",".042",".049",".034",".023",".031",".023",".017",".015","0.016*",".025",".029",".039",".041",".044",".04",".034",".03",".022",".018",".015",".017",".026",".025",".039",".048",".038",".034",".029",".029",".02",".016",".013",".0154",".0197",
"ºÎÃµ","¿ùÆò±Õ","",".011",".015",".022",".025",".03",".031",".022",".018",".015",".014",".012",".01",".014",".013",".024",".026",".026",".029",".018",".02",".022",".016",".012",".011",".013",".017",".026",".029",".037",".037",".021",".025",".022",".019",".012",".011",".012",".017",".024",".03",".033",".032",".025",".027",".021",".015",".012",".01",".01",".013",".022",".023",".035",".034",".034",".025",".024",".018",".014",".013",".013",".018",".024",".029",".036",".04",".031",".029",".026",".021",".012",".01",".015",".019",".025",".03",".039",".036",".025",".03",".03",".018",".015",".011",".034",".019",".036",".031",".034",".034",".027",".023",".027",".02",".014",".011",".013",".017",".022",".024","0.034*",".036",".022",".03",".027",".018",".013",".012",".013",".019",".029",".029",".043",".038",".031",".034",".023",".02",".013",".011",".014",".019",".027",".036",".036",".043",".033",".028",".027",".023",".015",".014",".014",".021",".025",".037",".038",".04",".044",".036",".03",".022",".017",".013",".016",".024",".026",".039",".046",".035",".038",".029",".03",".023",".016",".015",".0147",".0205",
"³²¾çÁÖ","¿ùÆò±Õ","",".011",".016",".026",".026",".031",".031","0.022*",".019",".015",".016",".014",".013",".014",".016",".024",".03",".031",".035",".02",".02",".023",".015",".017",".013",".015",".019",".03",".03",".036",".041",".023",".024",".021",".016",".014",".014",".016",".023",".027",".036",".041",".04",".025",".024",".024",".021",".014",".01",".011",".023",".027",".032",".043",".038",".034",".027",".025",".02",".014",".013",".013",".019",".023",".033",".037",".043",".029",".03",".029",".021",".017",".011",".014",".019",".024",".034",".04",".037",".024",".027",".028",".021",".016",".011",".029",".019",".03",".035",".038",".044",".026",".023",".027",".021",".014",".012",".015",".021",".029",".036",".038",".04",".029",".033",".029","0.020*",".014",".014",".014",".019",".03",".033",".046",".042",".033",".028",".024",".022",".014",".012",".016",".02",".029",".037",".036",".044",".029",".021",".027",".021",".016",".014",".017",".023",".028",".039",".037",".041",".033",".03",".03",".021",".018",".014",".017",".028",".03",".043",".048",".036",".032",".03",".03",".022",".018",".016",".0168",".0228",
"¿ëÀÎ","¿ùÆò±Õ","",".01",".013",".022",".026",".033",".034",".024",".019",".017",".015",".013",".008",".01",".012",".024",".029",".03",".036",".021",".022",".022",".014",".013",".009",".01",".014",".024",".03",".036",".04",".025",".024",".021",".016",".012",".01",".011",".016",".021",".031",".035",".033",".024",".024",".02",".016",".011",".008",".009",".015",".024",".029",".04",".038",".034",".025",".022",".017",".012",".01",".01",".016",".02",".026",".033",".037",".027",".032",".025",".017",".012",".007",".01",".015",".02",".028",".034",".034",".026",".03",".024",".015",".012",".008",".036",".015",".037",".028",".031",".033",".025",".02",".021",".015",".012",".009",".011",".014",".023",".029",".032",".036",".022",".026",".022",".014",".008",".01",".01",".015",".026",".029",".048",".042",".032",".03",".022",".019",".012",".009",".013",".018",".026",".038",".04",".048",".031",".022",".028",".02",".016",".013",".017",".024",".029",".042",".039",".043",".034",".032",".029",".02",".016",".013",".013",".025",".027",".043",".05",".041",".038",".031",".03",".021",".017",".013",".0164",".0213",
"±èÆ÷","¿ùÆò±Õ","",".014",".02",".028",".031",".036",".039",".025",".02",".019",".021",".016",".015",".018",".018",".031",".033",".034",".036",".022",".023",".027",".021",".017",".016",".018",".024",".034",".038",".045",".044",".025",".028",".026",".023",".016",".017",".017",".024",".031",".038",".042",".041",".03",".033",".027",".023",".016",".014",".014",".024",".033",".04",".049",".044",".04",".033",".029",".022",".018",".013",".014",".019",".025",".032",".04",".043",".033",".033",".031",".025",".016",".013",".018",".021",".028",".034",".044",".044",".031",".037",".032",".021",".016",".014",".027",".024",".024",".041",".047",".047",".04",".036",".033",".026",".017",".013",".019",".024",".029",".037",".039",".038",".022",".033",".029",".023",".017",".017",".017",".025",".035",".038",".051",".046",".037",".039",".027",".028",".018",".016",".022",".025",".035",".042",".044",".049",".035",".023",".032",".028",".02",".019",".019",".028",".032",".043",".043",".044",".041",".035",".033","0.026*","0.022*",".018",".023",".031",".034",".046",".052",".041",".042",".034",".033",".026",".02",".018",".0194",".0282",
"¿À»ê","¿ùÆò±Õ","",".01",".013",".021",".024",".031",".033",".021",".017",".015",".013",".012",".008",".01",".012",".02",".023",".024",".034",".024",".021",".022",".016",".014",".01",".011",".016",".026",".032",".04",".041",".025",".024",".022",".018",".012",".011",".012",".019",".026",".035",".039",".039",".027",".029",".023",".018",".012",".009",".01",".016",".025",".033",".044",".042",".035",".028",".023",".018",".012",".011",".011",".019",".025",".029",".039",".043",".029",".032",".028",".02",".013",".009",".014",".02",".026",".035",".043",".042",".025",".033",".025",".015",".013",".013",".038",".019",".038",".035",".039",".041",".024",".017",".02",".016",".014",".012",".014",".019",".029",".032",".034",".035",".024",".028",".027",".019",".012",".011",".013",".019",".03",".033",".047",".042",".031",".031",".023",".021",".015",".011",".015",".02",".028",".036",".036",".05",".032",".019",".028",".023",".016",".015",".017",".024",".029",".04",".039",".042",".032",".03",".029",".022",".018",".014",".015",".026",".027",".04",".048",".033","0.030**",".035",".035",".023",".017",".013",".0162",".0203",
"ÇÏ³²","¿ùÆò±Õ","",".008",".011",".019",".019",".026",".028",".02",".016",".014",".012",".01",".009",".009",".01",".02",".025",".03",".033",".019",".02",".021",".013",".014",".01",".009",".015",".026",".027",".026",".029",".019",".019",".016",".012",".01",".009",".011",".013",".018",".024",".031",".028",".021",".021",".018",".015",".012","0.007**",".007",".018",".025",".03",".043",".038",".035",".028",".023",".019",".012",".01",".009",".015",".02",".03",".033",".04",".025",".024",".021",".014",".012",".007",".009",".013",".018",".027",".032",".035",".024",".028",".025",".016",".012",".007",".043",".014",".047",".029",".03",".036",".025",".022",".022",".016",".01",".008",".01",".015",".023",".028",".029",".033",".025",".027",".026",".016",".011",".01",".009",".015",".026",".028",".04",".038",".032",".029",".024",".02",".013",".011",".013",".017",".024",".028",".028",".038",".028",".021",".03",".022",".016",".014",".016",".022",".026",".038",".036",".04",".035",".034",".032",".021",".016",".013",".014",".026",".027",".044",".051",".037",".034",".029",".029",".021",".016",".014",".0154",".0196",
"È­¼º","¿ùÆò±Õ","",".013",".016",".026",".031",".04",".039",".026",".022",".019",".016",".015",".012",".014",".016",".026",".03",".034",".037",".023",".022",".023",".017",".015",".011",".013",".017",".028",".035",".042",".041",".026",".027",".024",".02",".016",".012",".013",".019",".023",".036",".04",".039",".028",".03",".025",".02",".015",".011",".012",".017",".026",".031",".041",".036",".031",".025",".026",".019",".015",".017",".017",".026",".03",".033",".04",".043",".032",".03",".028",".023",".015","0.011*",".016",".025",".029",".036",".046",".044",".03",".038",".031",".018",".014",".011",".028",".02",".027",".034",".04",".041",".028",".024",".024",".017",".013",".011",".014",".019",".029",".034",".038",".038",".027",".031",".031",".021",".014",".013",".014",".021",".033",".036",".052",".046",".037",".038",".029",".026",".018",".015",".018",".024",".034",".044",".043",".052",".036",".024",".031",".025",".02",".018",".02",".028",".033",".043",".043",".047",".041",".036",".033",".026",".022",".016",".018",".029",".031",".044",".051",".04",".041",".032",".036",".027",".022",".016",".0181",".0231",
"¾çÁÖ","¿ùÆò±Õ","",".015",".019",".028",".033",".037",".042",".028",".024",".019",".017",".015",".014",".017",".018",".032",".033",".036",".042",".025",".022",".025",".02",".018",".015",".015",".018",".032",".037","0.044*",".049",".027",".027",".024",".022",".018",".016",".017",".026",".033",".04",".042",".032",".023",".022",".018",".016",".014",".013",".014",".019",".026",".034",".045",".033",".042",".033",".026",".02",".017",".016",".017",".025",".031",".035",".04",".054",".039",".039",".036",".027",".02",".015",".025",".023",".03",".036",".044",".04",".029",".034",".033",".025",".022",".016",".022",".026",".022",".044",".051",".051",".039",".031","0.031**",".025",".019",".014",".019",".03",".039",".045",".047",".051",".03",".039",".032",".022",".016",".017",".019",".029",".04",".04",".055",".044",".036",".031",".028",".023",".016",".014",".018",".022",".03",".038",".04",".048",".033",".028",".029",".024",".018",".015",".016",".027",".032",".043",".041",".045",".039",".03",".029",".023",".022",".017",".02",".032",".034",".046",".049",".04",".036",".03",".028",".022",".019",".017",".0177",".0229",
"µ¿µÎÃµ","¿ùÆò±Õ","",".012",".019",".024",".025",".032",".036",".025",".021",".017",".015",".013",".011",".012",".016",".025",".031",".034",".036",".024",".023",".025",".016",".012",".01",".013",".018",".027",".028",".035",".038",".027","0.024*",".022",".022",".018",".02",".029",".023",".029",".03",".035",".036",".027",".026",".019",".019",".017",".013",".015",".024",".026",".048",".054",".047",".044",".033",".029",".022",".018",".014",".014",".02",".03",".041",".05",".053",".037",".034",".032",".025",".018",".01",".013",".017",".024",".033",".04",".037",".03",".031",".032",".024",".018",".014",".023",".022",".024",".041",".046",".047",".036","0.039**",".028",".021",".015",".013",".019",".026",".039",".048",".047",".052",".03",".036",".027",".022",".016",".014",".015",".025",".033",".039",".054",".044",".04",".035",".026",".023",".017",".014",".018",".024",".032",".04",".04",".042",".028",".022",".028",".022",".016",".014",".016",".025",".034",".04",".041",".041","0.038*",".029",".03",".025",".02",".015",".016",".023",".03",".045",".046",".038",".032",".027",".027",".023",".018",".015",".016","",
"¾È¼º","¿ùÆò±Õ","",".012",".017",".025",".03",".038",".037",".024",".022",".019",".018",".015",".011",".013",".018",".027",".034",".038",".041",".023",".024",".025",".018",".017",".01",".012",".018",".026",".034",".042",".04",".026",".026",".026",".022",".015",".012",".014",".02",".027",".037",".042",".04",".026",".026",".025",".021",".014",".01",".01",".02",".029",".037",".046",".039",".031",".024",".025",".02",".013",".011",".012",".02",".028",".034",".041",".039",".028",".029",".029",".024",".013",".008",".012",".018",".027",".037",".044",".039",".028",".034",".025",".017",".014",".01",".028",".02",".025",".038",".042",".044",".028",".024",".026",".02",".015",".012",".013",".021",".031",".034",".036",".039",".028","0.031*",".023",".024",".015",".014",".016",".024",".038",".04",".058",".052",".036",".034",".028",".025",".018",".014",".018",".023",".033",".044",".042",".052",".033",".023",".031",".024",".018",".015",".019",".027",".034",".045",".043",".046",".035",".033",".031",".023",".02",".015",".016",".028",".03",".044",".053",".042",".038",".03",".03",".024",".02",".015",".0183",".0238",
"ÀÌÃµ","¿ùÆò±Õ","",".009",".013",".024",".026",".032",".032",".021",".017",".016",".013",".009",".008",".009",".011",".022",".028",".033",".044",".024",".023",".025",".015",".014",".01",".012",".016",".03",".031",".044",".045",".029",".025",".025",".017",".014",".013",".014",".02",".027",".032",".039",".044",".028",".027",".025",".021",".014",".01",".01",".016",".031",".036",".047",".043",".036",".029",".025",".019",".013",".013",".013",".02",".026",".032",".043",".047",".032",".031",".029",".021",".016",".01",".013",".019",".028",".038",".041",".04",".026","0.031*",".029",".017",".013",".01",".031",".02",".028",".041",".046",".05",".033",".027",".025",".018",".012",".01",".013",".018",".03",".037",".038",".04",".031",".03",".026",".016",".011",".011",".011",".019",".032",".037",".056",".048",".037",".033",".024",".02",".013",".01",".016",".023",".034",".046",".043",".055",".033",".025",".03",".022",".016",".013",".017",".025",".032",".044",".046",".05",".038",".035",".031",".022",".018",".015",".015",".027",".03",".044",".051",".041",".036",".03",".027",".017",".014",".012",".0153",".0224",
"ÆÄÁÖ","¿ùÆò±Õ","",".011",".015",".023",".025",".031",".038",".024",".019",".016",".015",".012",".012",".009",".012",".02",".023",".028",".034",".019",".018",".021",".015",".012",".01",".012",".012",".028",".031",".041",".044",".023",".026",".021",".012",".014",".013",".013",".02",".027",".033",".038",".038",".026",".026",".022",".018",".011",".011",".012",".022",".029",".038",".05",".043",".04",".031",".028",".02",".015",".013",".015",".024",".031",".039",".047",".052",".039",".033",".028",".023",".017",".013",".018",".021",".028",".037",".046",".042",".029",".031",".029",".02",".016",".012",".029",".021",".03",".04",".045",".044",".032",".026",".028",".021",".015",".013",".018",".021",".03",".035",".039",".038",".021",".03",".026",".019",".013",".014",".014",".022",".03",".033",".048",".046",".035",".036",".025",".023",".014",".014",".019",".024",".032",".039",".041",".045",".032",".021",".029",".023",".017",".016",".017",".025",".03",".041",".042",".044",".039",".032",".029",".023",".019",".015",".018",".027",".03",".043",".047",".036",".034",".028",".029",".022",".018",".016",".0176",".0243",
"Æ÷Ãµ","¿ùÆò±Õ","",".012",".02",".029",".031",".038",".04",".027",".024",".02",".018",".016",".013",".013",".016",".029",".033",".037",".04",".025",".023",".025",".019",".015",".014",".016",".022",".034",".037",".043","","","","",".024",".018",".015",".015",".024",".03",".037",".042",".041",".031",".03",".025",".021",".017",".012",".015",".025",".032",".038",".047",".043",".039",".03",".026",".022",".017",".019",".025",".034",".041",".049",".061",".063",".042",".046",".038",".031",".02",".012",".015",".019",".024",".029","0.049**",".051",".034",".035",".03",".024",".018",".014",".023",".025",".023",".045",".05",".053",".039",".031",".032",".024",".019",".015",".021",".029",".036",".044",".046",".046",".027",".032",".028",".024",".018",".017",".018",".025",".034",".04",".056",".045",".036",".032",".027",".025",".02",".017",".021",".027",".036",".043",".037",".042",".03",".022",".028",".024",".02",".017",".019",".025",".029",".041",".041",".042",".034",".031",".029",".024",".023",".018",".021",".031",".033",".043",".048",".037",".031",".031",".028",".023",".021",".02",".0206",".0262",
"¿©ÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","",".008",".011",".024",".03",".03",".038",".02",".019",".021",".012",".011",".008",".009",".015",".025",".03",".039",".045",".035",".028",".017",".016",".012",".01",".011",".017",".023",".033",".038",".04",".035",".029",".022",".017",".012",".008",".009",".018",".027",".036",".049",".042",".037",".028",".023",".016",".011",".01",".01",".016",".025",".032",".042",".047",".032",".029",".026",".019",".014",".009",".011",".019",".026",".041",".046",".047",".03",".043",".027",".016",".012",".008",".032",".015",".029",".036",".043",".046",".026",".022",".022",".015",".011",".009",".011",".016",".027",".035",".034",".042",".036",".032",".025",".017",".011",".01",".011",".017",".031",".033",".05",".047",".037",".034",".022",".016",".01",".007",".015",".02",".029",".041",".042",".056",".035",".028",".03",".021",".015",".014",".017",".024",".032",".042",".041",".045","0.038*",".032",".028",".021",".017",".014",".014",".028",".03",".045",".053",".042",".038",".033",".027",".02",".014",".012",".0152",".0211",
"¿¬Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","0.017*",".024",".035",".041",".043",".043",".025",".023",".026",".022",".019",".017",".019",".026",".037",".043",".05",".05",".028",".024",".025",".023",".017",".017",".019",".028",".033",".038",".044",".041",".032",".028",".024",".023",".017",".013",".016",".03",".037",".043",".051",".041",".039",".029",".027",".024",".02",".016",".019",".023",".035",".038",".047",".049",".034",".031",".028",".024",".022",".014",".018",".024",".031",".041",".045",".041",".026",".023",".027",".021",".019",".015",".014",".023",".013",".045",".048",".047",".038",".028",".029",".024",".018",".013",".018",".024",".034",".041",".043",".038",".021",".029",".028",".021",".017",".017",".017",".025",".034",".04",".055",".044",".04",".034",".023",".023",".018",".015",".019",".027",".033",".039",".04",".043",".028",".023",".024",".019",".016",".015",".017",".029",".035",".043",".038",".038",".029",".027",".025",".021",".02",".016","0.018**","0.031**",".03","","0.048*","0.038*",".028","0.024*",".025",".021",".019",".019",".0201",".0247",
"°¡Æò","¿ùÆò±Õ","","","","","","","","","","","","","","",".022",".033",".037",".037",".042",".026",".023",".025",".02",".017",".017",".017",".024",".034",".038",".043",".041",".028",".027",".023",".021",".019",".018",".018",".027",".033",".036",".039",".047",".04",".034",".023",".023",".02",".014",".015",".026",".035",".042",".045",".039",".035",".026",".024",".021",".018",".018",".018",".023",".034",".038",".038",".038",".025",".026",".022",".017",".014",".011",".015",".023",".032",".039",".043",".041",".031",".031",".027",".022",".019",".014",".019",".026",".018",".038",".041",".045",".034",".026",".028",".022",".019",".018",".021",".026",".034",".043",".038",".042",".027",".03",".024",".02",".017",".016",".017",".024",".034",".038",".051",".042","0.036*",".028",".023",".021",".016",".014",".02",".026",".032",".039",".033",".043",".026",".021",".022",".019",".016",".016",".02",".028",".034",".039",".034",".034",".027",".027","0.024*","0.018**","0.019**",".016",".017",".03",".031",".044",".047",".035",".026",".028",".022",".018",".017",".017",".0171",".0238",
"¾çÆò","¿ùÆò±Õ","","","","","","","","","","","","","",".016",".019",".031",".037",".037",".042",".024",".024",".027",".018",".016",".014",".015",".02",".031",".034","0.044*",".048",".032",".027",".027",".021",".017",".016",".018",".026",".029",".039",".044",".044",".03",".031",".029",".024",".017",".012",".013",".025",".028",".035",".046",".042",".04",".032",".03",".027",".018",".015",".015",".019",".026",".032",".042",".043",".032",".032",".03",".022",".018",".013",".016",".021",".029",".042",".048",".047",".029",".033",".028",".02",".015",".012",".021",".022",".021",".04",".045",".048",".027",".023",".026",".02",".015",".012",".014",".02",".03",".038",".038",".042",".03",".027",".024",".018",".014",".015",".013",".022",".031",".034",".05",".042",".031",".027",".023",".021",".016",".012",".017",".022",".031",".041",".039",".049",".03",".02",".027",".022",".016",".014",".018",".024",".032",".04",".036",".038",".029",".028","0.024**",".021",".018",".015",".017",".03",".031",".043",".05",".038",".032",".029",".026",".022",".018",".015",".0175",".0239",
"µµÆò±Õ","¿ùÆò±Õ","",".011",".015",".023",".026",".033",".034",".024",".019",".017",".016",".014",".011",".013",".014",".027",".03",".031",".035",".021",".021",".023",".016",".014",".012",".013",".017",".027",".031",".038",".039",".024",".026",".022",".018",".014",".012",".013",".019",".025",".033",".037",".036",".027",".028",".022",".018",".013",".01",".011",".017",".026",".031",".042",".038",".035",".027",".024",".018",".014",".013",".013",".019",".024",".03",".037",".042",".031",".031",".027",".02",".013",".01",".014",".019",".025",".032",".041",".039",".027",".032",".028",".018",".014",".011",".033",".019",".034",".035",".039",".041",".03",".025",".026",".019",".014",".012",".014",".02",".028",".034",".037",".038",".025",".03",".026",".018",".012",".013",".013",".019",".03",".032",".048",".042",".034",".033",".024",".021",".014",".012",".015",".021",".03",".04",".039",".048",".033",".023",".029",".022",".017",".015",".016",".024",".029",".04",".04",".043",".037",".033",".03",".022",".018",".014",".016",".027",".029",".043",".049",".038",".036",".03",".03",".022",".018",".015",".0166",".0219",
"¾ç±¸","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.007*",".02",".035",".039",".052",".04",".031",".024",".02",".022",".018",".019",".02",".028",".035",".044",".037",".043",".027",".02",".026",".024",".021",".02",".023",".031",".039",".045",".039",".037",".026",".027",".026",".025",".027",".022",".023",".037",".041",".054",".057",".041",".025",".025",".023",".022",".024",".022",".0226",".0298",
"°í¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".024",".026",".034",".04",".041",".057",".04",".036",".029",".023",".026",".026",".027",".028",".036",".039",".046",".044",".045",".027",".026",".029",".03",".03",".032",".031",".035",".037",".041",".044",".035",".026",".026",".025",".029",".032",".031",".033",".04",".041",".049",".058",".043",".023",".025",".024",".028",".031",".033",".0355",".0391",
"Á¤¼±","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".023",".032",".044",".044",".06",".046",".033",".031",".025",".029",".024",".024",".026",".032",".044",".052",".045",".053",".03",".025",".034",".03",".029",".028",".03",".037",".041",".047",".041",".041",".029",".027",".029",".026",".026",".025",".028",".04",".039",".05",".056",".042",".028",".027",".026",".023",".025",".024",".0255",".0328",
"È¾¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".014",".016",".015",".026",".038",".051",".038",".028",".026",".02",".018",".013",".009",".014",".019",".027",".033",".032",".041",".025",".019",".023",".019",".014",".012",".015",".023",".029",".036",".033",".034",".028",".025",".024",".019",".017",".015",".016",".03",".033",".047",".052",".043",".032",".029",".028",".021",".02",".016",".0198",".0273",
"ÃáÃµ","¿ùÆò±Õ","",".015",".02",".029",".035",".043",".04",".026",".021",".018",".016",".013",".013",".017",".018",".031",".036",".037",".046",".023",".019",".024",".017",".015",".013",".015",".022",".033",".036",".04",".041",".027",".023",".019",".013",".011",".012",".012",".02",".025",".033",".04",".039",".032",".031",".024",".02",".016",".012",".013",".025",".035",".042",".052",".045",".038",".029",".024",".018",".014","0.014*",".013",".02",".03",".038",".048",".05",".032",".033",".028",".022",".017","0.012*","0.016**","0.021**","0.029**","0.043**","0.048**","0.047**","0.031**","0.030**","0.027**","0.020**","0.014**","0.011**","0.023**",".019",".018",".035",".04",".052",".035",".024",".025",".019",".016",".013",".017",".024",".034",".043",".049",".049",".028",".028",".025",".017",".012",".011",".015",".022",".032",".037",".054",".044",".036",".03",".023",".021",".013",".013",".016",".023",".032",".042",".038",".049",".031",".022","0.027*","0.022*",".017",".015",".019",".027",".034",".041",".037",".038",".03",".031",".029",".021",".019",".017",".019",".034",".036",".051",".055",".042",".031",".031",".029",".029",".019",".018",".0188",".0268",
"°­¸ª","¿ùÆò±Õ","",".024",".022",".028",".036",".044",".035",".023",".019",".02",".022",".026",".023",".024",".025",".035",".043",".035",".039",".021",".022",".027",".026",".021",".021",".017",".019",".029",".034",".037",".03",".026",".02",".025",".028",".023",".019",".022",".029",".036",".039",".037",".025",".026",".031",".023",".024",".023",".018",".02",".012",".027",".038",".043",".032",".036",".029",".027",".027",".022","0.024**",".022",".025",".032",".037",".046",".039",".027",".033",".026",".031",".022",".021",".026",".029",".034",".042",".048",".039",".026",".026",".024",".023",".023",".022",".011",".031",".015",".048",".052",".042",".033",".022",".034",".026",".029",".025",".027",".03",".038",".044",".046",".048",".033",".025",".027","0.033**",".028",".024",".029",".034",".046",".042",".059",".045",".038",".034",".028","0.026*","",".028",".028",".033",".039",".047",".042",".047",".029",".026",".035",".037",".033",".033",".031",".037",".04",".046",".048",".04",".03",".032",".029",".034",".035",".031",".03",".041",".045",".052",".058",".04",".029",".028",".027",".021",".033",".032",".0338",".0361",
