"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2010.01 ¿ù","2010.02 ¿ù","2010.03 ¿ù","2010.04 ¿ù","2010.05 ¿ù","2010.06 ¿ù","2010.07 ¿ù","2010.08 ¿ù","2010.09 ¿ù","2010.10 ¿ù","2010.11 ¿ù","2010.12 ¿ù","2011.01 ¿ù","2011.02 ¿ù","2011.03 ¿ù","2011.04 ¿ù","2011.05 ¿ù","2011.06 ¿ù","2011.07 ¿ù","2011.08 ¿ù","2011.09 ¿ù","2011.10 ¿ù","2011.11 ¿ù","2011.12 ¿ù","2012.01 ¿ù","2012.02 ¿ù","2012.03 ¿ù","2012.04 ¿ù","2012.05 ¿ù","2012.06 ¿ù","2012.07 ¿ù","2012.08 ¿ù","2012.09 ¿ù","2012.10 ¿ù","2012.11 ¿ù","2012.12 ¿ù","2013.01 ¿ù","2013.02 ¿ù","2013.03 ¿ù","2013.04 ¿ù","2013.05 ¿ù","2013.06 ¿ù","2013.07 ¿ù","2013.08 ¿ù","2013.09 ¿ù","2013.10 ¿ù","2013.11 ¿ù","2013.12 ¿ù","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù",
"±ºÆ÷","¿ùÆò±Õ","",".037",".036",".03","0.034*",".033",".035",".021",".022",".026",".035",".035",".033",".033",".044",".029",".038",".039",".032",".025",".023",".028",".044",".043",".042",".042",".035",".033",".035",".037",".027",".023",".022",".031",".035",".032",".037",".043",".036",".034",".029",".031",".032",".018",".022",".028",".032",".036",".04",".041",".042",".035",".036",".028",".024",".023",".024",".03",".036",".04",".036",".038",".032",".037",".032",".032",".026",".022",".024",".033",".038",".035",".044",".034",".032",".035",".034",".029",".023",".02",".022",".026",".03",".037",".039",".039",".037",".039",".03",".028",".021",".018",".018",".026",".025",".033",".034","0.043*",".042",".031",".029",".024",".022",".017",".017",".018",".03",".043",".038",".039",".035",".027",".024",".021",".016",".014","0.019*",".024",".026",".034",".036",".036",".032",".027",".018",".018",".018",".015",".013",".016",".026",".03",".033",".033",".029",".03",".022",".019",".018",".014",".015",".014",".023",".029",".031",".032",".025",".025",".02",".015",".012",".012",".012",".015",".02",".03",".03",".0307",".0309",
"½ÃÈï","¿ùÆò±Õ","",".044",".038",".032",".034",".032",".039",".024",".025",".026",".04",".039",".036",".036",".047",".025",".033",".034",".026",".021",".021",".024",".038",".035",".031",".034",".037",".032",".031",".036",".026",".023",".022",".031",".035",".035",".042",".047",".036",".033",".031",".034",".034",".019",".023",".03",".035",".038",".043",".044",".046",".036",".042",".032",".028",".026",".028",".035",".042",".043",".036",".039",".034",".04",".036",".031",".028",".023",".025",".032",".038",".039",".044",".037",".034",".037",".038",".033",".028",".024",".025",".033",".036",".04",".041",".038",".036",".039",".033",".029",".023",".024",".025",".032",".032",".035",".035",".038",".034",".033",".031",".026",".025",".02",".019",".023",".032",".043",".036",".039",".035",".033",".03",".026",".02",".016",".018",".025",".029",".036",".037",".036",".032",".028",".02",".02",".02",".018",".013",".018",".027",".031",".031","0.032*",".027",".028",".022",".018",".018",".016",".015",".014",".021",".029",".031",".032",".026",".027",".02",".015",".012",".013",".012",".018",".023",".031",".03",".029",".0307",
"ºÎÃµ","¿ùÆò±Õ","",".048",".041",".037",".041",".04",".043",".029",".03",".029",".039",".042",".037",".037",".049",".031",".039",".041",".033",".029",".027",".029",".043",".039",".036",".036","0.035*",".032",".037",".039",".028",".025",".022",".031",".033",".035",".035",".045",".036",".035",".033",".035",".034",".017",".018",".027",".034",".036",".038",".038",".038",".034",".039",".029",".027",".024",".027",".03",".033",".036",".028",".034",".033",".035",".033",".029",".027",".023",".021",".026",".031",".031",".03",".027",".028",".032",".033",".032",".025",".023",".023",".028",".031",".032",".034",".034",".033",".036",".031",".028",".024",".022",".023",".029",".027",".028",".031",".031",".028",".029",".028","0.025*",".025",".019",".019",".022",".029",".037",".031",".034",".031",".029",".027",".027",".024",".019",".019",".025",".03",".037",".036",".034",".032",".029",".022",".022",".021",".019",".014",".02",".03",".033",".032",".031",".028",".032",".023",".02",".02",".019",".016",".017",".026",".033",".035",".032",".027",".028",".02",".015",".014",".015",".014",".019",".023",".032",".028",".0325",".03",
"³²¾çÁÖ","¿ùÆò±Õ","",".03",".024",".02",".022",".02",".02","0.018*",".026",".024",".032",".039",".035",".04",".05",".035",".037",".031",".029",".021",".017",".022",".033",".029",".032",".033",".033",".028",".031",".031",".023",".017",".015",".02",".027",".028",".03",".036",".029",".031",".026",".029",".022",".02",".02",".016",".018",".026",".035",".035",".024",".03",".03",".024",".018",".018",".014",".016",".021",".028",".027",".029",".027",".033",".025",".028",".02",".014",".014",".015",".023",".02",".03",".029",".026",".031",".027",".022",".022",".015",".013",".016",".018",".026",".027",".029",".029",".03",".023",".022",".018",".016",".011",".017",".017",".026",".029",".029",".026",".025",".021",".018",".018",".013",".013",".012","0.018*",".028",".027",".033",".029",".029",".023",".023",".017",".014",".013",".013",".017",".026",".028",".028",".027",".022",".018",".016",".016",".011",".01",".012",".02",".026",".028",".023",".024",".023",".015",".013",".012",".009",".009",".008",".015",".024",".024",".027",".022",".021",".017",".014",".011",".009",".01",".01",".014",".021",".024",".0253",".0245",
"¿ëÀÎ","¿ùÆò±Õ","",".041",".035",".03",".034",".033",".036",".025",".025",".023",".035",".037",".037",".045",".048",".032",".035",".032",".029",".022",".023",".028",".038",".035",".036",".036",".04",".034",".033",".035",".027",".022",".02",".029",".035",".035",".039",".044",".038",".037",".032",".033",".033",".019",".024",".028",".031",".034",".039",".042",".039",".032",".037",".028",".025",".022",".022",".028",".034",".041",".036",".041",".037",".043",".033",".032",".026",".02",".024",".027",".038",".033",".043",".039",".034",".037",".03",".026",".025",".021",".023",".025",".027",".032",".036",".036",".035",".037",".03",".027",".024",".02",".02",".027",".027",".034",".036",".039",".038",".031",".028",".024",".024",".019",".018",".021",".03",".042",".039",".044",".043",".036",".029",".022",".017",".013",".014",".017",".02",".03",".032",".031",".027",".023",".017",".014",".014",".012",".01",".013",".022",".027",".03",".028",".025",".026",".018",".015",".014",".011",".011",".011",".018",".026",".026",".03",".024",".023",".017",".013",".01",".01",".009",".012",".017",".025",".027",".0261",".027",
"±èÆ÷","¿ùÆò±Õ","",".035",".027",".024",".024",".024",".024",".02",".016",".017",".025",".033",".029",".032",".036",".022",".03",".028",".023",".021",".019",".017",".024",".029",".028",".027",".025",".021",".025",".025",".017",".016",".014",".021",".026",".027",".026",".035",".027",".025",".024",".025",".019",".014",".015",".018",".023",".031",".033",".033",".026",".026",".024",".021",".015",".016",".016",".022",".028",".031",".029",".028",".028",".028",".024",".018",".017",".015",".015",".019",".025",".025",".03",".026",".024",".025",".023",".019",".016",".015",".013",".021",".022",".027",".028",".027",".025",".024",".02",".017",".013",".015",".014",".019",".018",".025",".027",".025",".025",".024",".021",".016",".014",".011",".011",".014",".019",".025",".024",".025",".02",".018",".015",".014",".009",".009",".01",".012",".016",".022",".024",".019",".017",".014",".012",".012",".01",".009",".01",".01",".015",".02",".022",".022",".019",".021",".013",".011",".011",".01",".01",".01","0.016*","0.023*",".022",".02",".017",".017",".013",".009",".008",".009",".009",".01",".013",".02",".021",".0205",".0175",
"¿À»ê","¿ùÆò±Õ","",".036",".03",".027",".028",".025",".027",".019",".018",".02",".028",".031",".033",".032",".033",".024",".027",".028",".023",".021",".024",".027",".039",".035",".036",".037",".034",".031",".026",".03",".025",".018",".02",".028",".031",".03",".023",".036",".029",".03",".027",".027",".025",".017",".022",".028",".031",".036",".039",".04",".038",".034",".039",".028",".021",".02",".016",".025",".031",".042",".036",".038",".034",".039",".033",".028",".024",".02",".017",".025",".034",".033",".04",".035",".031",".035",".033",".029",".023",".022",".023",".028",".031",".037",".038",".038",".035",".038",".03",".027",".021",".017",".02",".026",".028",".034",".033",".037",".035",".03",".027",".022",".02",".015",".019",".023",".031",".045",".033",".036",".034",".034",".03",".026",".019",".017",".02",".024",".028",".035",".035",".035",".03",".027",".021",".018",".018",".017",".013",".018",".029",".032",".033",".031",".03",".03",".025",".021",".02",".015",".017",".018",".025",".032",".032",".035",".028",".028",".023",".017",".013","0.014**",".014",".018",".025",".033",".031",".0299",".0328",
"ÇÏ³²","¿ùÆò±Õ","",".04",".034",".027",".028",".025",".024",".017",".018",".016",".025",".029",".026",".035",".037",".026",".03",".023",".022",".017",".016",".018",".029",".027",".027",".027",".026",".025",".03",".032",".022",".023",".017",".024",".029",".031",".037",".039",".034",".034",".029",".028","0.023*","0.016*",".017",".018",".021",".03","0.042**",".041",".038",".039",".042",".036",".03",".027",".024",".03",".032",".04",".035",".039",".038",".043",".032",".036",".027",".02",".023",".026",".037",".03",".04",".04",".037",".042",".037",".037",".035",".027",".03",".028",".03",".037",".04",".043",".042",".047",".039",".04",".034",".028",".023",".031",".03",".037",".038",".04",".041",".037",".036",".032",".029",".023",".021",".02",".03",".04",".037",".045",".039",".038",".033",".033",".024",".019",".022",".021",".024",".034",".033",".035",".033",".03",".025",".02",".023",".017",".015",".015",".025",".03",".033",".028",".028",".03",".023",".019",".017",".013",".013",".011",".019",".03",".028",".035",".029",".028",".022",".019",".015",".015",".016",".016",".021",".027",".027",".0274",".0292",
"È­¼º","¿ùÆò±Õ","",".03",".025",".021",".022",".02",".022",".012",".012",".015",".026",".029",".028",".03",".034",".021",".025",".021",".016",".013",".013",".019",".028",".026",".028",".027",".026",".021",".02",".022",".015",".012",".013",".02",".025",".026",".03",".033",".024",".023",".019",".019",".015",".011",".012",".017",".018",".022",".026",".027",".027",".022",".022",".016",".014",".013",".014",".019",".027",".03",".028",".03",".028",".032",".024",".02",".018",".014",".014",".017",".024",".026","0.028*",".023",".022",".025",".026",".018",".017",".014",".015",".019",".024",".029",".029",".028",".025",".027",".021",".017",".014",".014",".015",".019",".02",".025",".027",".028",".025",".024","0.022*","0.017*",".014",".011",".01",".013",".021",".031",".027",".028",".024",".019",".018",".015",".012",".011",".012",".014",".017",".024",".025",".024",".021",".017",".014",".013",".012",".01",".007",".011",".02",".025",".025",".023",".021",".022",".016",".013",".013",".01",".011",".011",".017",".022",".025",".026",".02",".02",".014",".01",".008",".008",".009",".012",".017",".022",".025",".0241",".0254",
"¾çÁÖ","¿ùÆò±Õ","",".032",".024",".018",".02",".018",".013",".012",".012",".012",".021",".024",".025",".026",".025",".016",".02",".017",".015",".015",".015",".017",".025",".025",".025",".026",".023",".018",".019",".02",".015",".013",".012",".018",".022",".023",".029",".038",".027",".022",".02",".019",".014",".012",".015",".02",".023",".027",".032",".029",".023",".024",".022",".015",".014",".015",".012",".017",".018",".011",".021",".023",".02",".022",".017",".015",".01",".01",".011",".013",".015",".018",".023",".019",".018",".02",".019",".014",".014",".012",".01",".013",".016",".023",".024",".022",".021",".022",".018",".016",".012",".011",".009","0.017**",".014",".02",".023",".019",".017",".013",".011",".009",".008",".007",".006",".008",".014",".024",".02",".026",".021",".02",".015",".015",".011",".01",".01",".013",".016",".022",".023",".02",".018",".015",".013",".011",".011",".01",".01",".011",".016",".021",".022",".021",".019",".018",".014",".012",".011",".01",".01",".009",".014","0.019*",".021",".021",".016",".015",".012",".01",".008",".007",".009",".011",".014",".019",".022",".023",".0211",
"µ¿µÎÃµ","¿ùÆò±Õ","",".036",".028",".022",".021",".024",".023",".021",".019",".018",".027",".028",".026",".03",".031",".024",".031",".025",".022",".019",".022",".021",".028",".03",".029",".028",".025",".022",".025",".022",".018",".017","0.012*",".013",".02",".025",".028",".036",".027",".024",".021",".018",".011",".012",".011",".014",".015",".024",".032",".029",".023",".026",".02",".015",".011",".012",".01",".012",".018",".024",".025",".022",".022",".022",".016",".013",".01",".011",".011",".012",".018",".016",".018",".018",".019",".024",".022",".017",".015",".013",".011",".014",".018",".026",".023",".023",".023",".024",".018",".017",".012",".011","0.010**",".012",".014",".028",".033",".024",".024",".019",".015",".012",".009",".008",".008",".01",".015",".021",".023",".028",".023",".022",".015",".011",".008",".008",".008",".01",".012",".018",".024",".021",".02",".017",".012",".01",".009",".007",".007",".008",".013",".021",".024",".024",".022",".018",".013",".01",".008",".007",".007",".007",".012",".02",".021",".022",".018",".016",".012",".008",".007",".006",".007",".007",".01",".017",".018",".0235",".0209",
"¾È¼º","¿ùÆò±Õ","",".027",".02",".017",".017",".015",".015",".011",".011",".011",".018",".023",".023",".027",".025",".018",".015",".012",".01",".007",".008",".01",".016",".016",".02",".021",".019",".018",".018",".015",".011",".01",".01",".013",".017",".021",".027",".031",".024",".02",".016",".014",".012",".01",".01",".012",".015",".019",".022",".022",".017",".019",".02",".016",".013",".011",".008",".011",".015",".02",".023",".022",".018",".019",".013",".012",".01",".009",".009",".01",".015",".016",".019",".018",".015",".017",".014",".01",".009",".008",".008",".009",".012",".022",".028",".028",".025",".025",".016",".014",".013",".011",".011",".015",".016",".021",".023",".026",".024",".017",".014",".009",".009",".007","0.010*",".011",".017",".026",".027",".029",".025",".021",".017",".016",".012",".011",".011",".011",".015",".023",".024",".023",".021",".018",".013",".011",".011",".008",".008",".01",".017",".02",".022",".018",".017",".015",".012",".009",".009",".007",".008",".008",".013",".02",".022",".024",".018",".016",".013",".011",".008",".008",".008",".009",".014",".019",".021",".0197",".0191",
"ÀÌÃµ","¿ùÆò±Õ","",".037",".029",".02",".023",".019",".018",".01",".012",".011",".022",".026",".027",".033",".036",".023",".025",".021",".019",".013",".013",".016",".024",".018",".027",".029",".029",".02",".02",".018",".013",".01",".01",".019",".029",".029",".03",".032",".028",".027",".022",".021",".019",".012",".014",".016",".018",".026",".033",".035",".032",".032",".023",".018",".016",".015",".011",".016",".021",".03",".029",".031",".03",".031",".02",".02",".015",".012",".015",".017",".024",".019",".022",".022",".021",".025",".018",".015",".013",".01","0.013*",".016",".022",".034",".034",".031",".028",".028",".019",".018",".015",".014",".013",".018",".02",".028",".029",".03",".03",".02",".016",".014",".014",".012",".01",".012",".022",".038",".033",".035",".025",".019",".017",".015",".011",".009",".01",".011",".015",".023",".026",".025",".021",".018",".013",".011",".011",".008",".008",".01","0.021*",".025",".027",".023",".022",".02",".015",".011",".009",".009",".008",".009",".015",".022",".022",".025",".02",".019",".013",".011",".009",".009",".008",".009",".014",".021",".023",".0223",".0213",
"ÆÄÁÖ","¿ùÆò±Õ","",".031",".027",".023",".024",".022",".021",".017",".016",".016",".021",".025",".027",".031",".032",".024",".025",".019",".013",".014",".012",".012",".016",".019",".019",".021",".029",".016",".016",".014",".01",".01",".008",".012",".027",".029",".029",".037",".032",".028",".025",".024",".017",".017",".016",".018",".024",".031",".036",".037",".026",".025",".022",".019",".013",".016",".012",".016",".023",".027",".03",".031",".028",".031",".023",".021",".018",".015",".015",".018",".023",".023",".03",".027",".027",".029",".026",".02",".018",".016",".014",".019",".022",".028",".03",".029",".028",".03",".022",".019",".015",".015",".013",".019",".019",".027",".032",".028",".027",".024",".021",".017",".015",".011",".011",".014",".02",".029",".028",".033",".026",".026",".022",".02",".013",".013",".012",".014",".018",".026",".029",".023",".02",".019",".014",".013",".011",".009",".009",".01",".016",".022",".025",".023",".021",".022",".015",".012",".012",".01",".009",".008",".014",".023",".024",".024",".021",".02",".015",".011",".008",".007",".008",".009",".013",".02",".022",".0236",".0215",
"Æ÷Ãµ","¿ùÆò±Õ","",".029",".023",".019",".02",".02",".017",".017",".015",".014",".02",".025",".025",".027",".029",".02",".018",".013",".016",".012",".013",".017",".027",".027",".029",".031",".03",".021",".022",".02","","","","",".02",".021",".024",".034",".025",".023",".022",".026",".017",".019",".019",".022",".028",".05",".061",".05",".038",".04",".043",".029",".015",".017",".015",".019",".023",".056",".045",".04",".03",".032",".025",".031",".022",".019",".018",".023",".041",".031","0.025*",".024",".022",".022",".02","0.018**",".014",".012",".01",".015",".017",".024",".023",".023",".023",".023",".016",".015",".011",".012",".01",".015",".018",".023",".025",".019",".018",".016",".013",".01",".009",".007",".007",".008",".012",".018",".019",".022",".017",".017",".013",".013",".014",".018",".011",".01",".011",".013",".02",".026",".023",".02",".014",".007",".007",".006",".006",".006",".012",".016",".018",".017",".015",".015",".011",".008",".007",".006",".006",".006",".01",".016",".016",".018",".014",".012",".009",".008",".006",".005",".005",".006",".009",".012",".015",".0177",".0169",
"¿©ÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","",".036",".035",".024",".021",".017",".014",".012",".013",".015",".024",".023",".028",".03",".028",".021",".018",".016",".013",".011",".009",".013",".02",".023",".029",".033",".026",".024",".019",".017",".014",".009",".01",".011",".015",".019",".021",".023",".024",".018",".017",".015",".011",".011",".01",".012",".016",".02",".018",".017",".011",".013",".011",".016",".015",".012","0.013*",".015",".023",".021",".026",".028",".024",".025",".018",".017",".015",".014",".013",".016",".021",".029",".031",".032",".03",".029",".02",".017",".014",".013",".011",".015",".018",".026",".029",".031",".029",".023",".019",".015",".013",".01",".009",".01",".019",".026",".027",".031",".024",".024",".019",".016",".012",".01",".008",".011",".016",".024",".028",".022",".02",".016",".012",".009",".009",".007",".006",".007",".014",".018",".023",".019",".018",".016",".013",".01",".009","0.008*",".008",".008",".013",".019",".018",".023",".017",".015",".011",".011",".008",".008",".007",".008",".012",".018",".021",".0191",".0182",
"¿¬Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","0.019*",".015",".009",".009",".006",".006",".005",".004",".006",".01",".011",".013",".013",".012",".009",".01",".007",".006",".006",".005",".006",".009",".011",".013",".017",".012",".011",".01",".008",".006",".007",".006",".006",".008",".012",".016",".015",".01",".013",".011",".008",".004",".006",".005",".006",".01",".012",".014",".013",".013",".012",".01",".008",".006",".006",".006",".006",".009",".01",".014",".013",".012",".013",".011",".008",".009",".006",".005",".006",".008",".013",".014",".014",".013",".013",".01",".009",".007",".007",".006",".007",".009",".013",".017",".014",".014",".013",".01",".006",".005",".004",".004",".006",".009",".013",".015",".016",".013",".013",".009",".007",".005",".006",".005",".005",".007",".012",".014",".012",".011",".01",".008",".006",".006",".005",".005",".006",".009",".012",".013",".014",".013",".01",".007",".006",".005",".005",".004",".004",".007",".011",".013","0.012**","0.009**",".009",".006",".006",".004",".003","0.004*",".004",".006",".01",".011",".0118",".0103",
"°¡Æò","¿ùÆò±Õ","","","","","","","","","","","","","","",".021",".013",".013",".01",".009",".008",".008",".008",".011",".013",".016",".019",".016",".012",".01",".009",".007",".007",".006",".006",".009",".013",".018",".024",".018",".018",".014",".012",".007",".01",".008",".006",".008",".014",".02",".019",".015",".017",".014",".01",".008",".009",".007",".006",".012",".018",".018",".017",".014",".015",".011",".011",".009",".009",".008",".007",".011",".012",".017",".019",".017",".015",".011",".009",".009",".008",".007",".007",".01",".017",".019",".019",".02",".018",".013",".012",".01",".01",".008",".008",".009",".015",".018",".02",".017",".016",".01",".008",".007",".007",".006",".006",".009",".015",".016",".02",".016",".012",".009",".01",".008",".008",".006",".006",".008",".013",".017",".016",".015",".012",".009",".008",".008",".006",".006",".006",".01",".015",".017",".015",".015",".012",".01",".008",".007",".005",".005","0.005*","0.010**","0.015**",".014",".016",".012",".011",".009",".007",".006",".005",".005",".005",".008",".013",".015",".016",".0153",
"¾çÆò","¿ùÆò±Õ","","","","","","","","","","","","","",".032",".034",".024",".025",".019",".018",".012",".011",".013",".021",".021",".024",".028",".025",".019",".019","0.016*",".01",".009",".006",".006",".013",".018",".023",".032",".024",".026",".021",".02",".015",".012",".013",".011",".014",".019",".023",".024",".016",".021",".02",".016",".013",".012",".01",".009",".013",".02",".021",".022",".023",".022",".015",".017",".011",".01",".009",".008",".015",".015",".02",".022",".021",".022",".017",".013",".013",".01",".009",".009",".011",".021",".021",".021",".022",".021",".017",".014",".013",".011",".008",".01",".01",".018",".023",".024",".022",".018",".015",".012",".012",".009",".01",".008",".012",".019",".022",".029",".022",".021",".012",".011",".01",".008",".006",".005",".009",".016",".02",".018",".016",".015",".013",".01",".01",".007",".007",".007",".013",".021",".028",".023",".024",".021",".016",".009",".007",".006",".005","0.005**",".009",".016",".016",".021",".016",".014",".01",".008",".006",".005",".006",".005",".008",".014",".018",".0174",".0173",
"µµÆò±Õ","¿ùÆò±Õ","",".04",".034",".028",".03",".029",".031",".02",".021",".022",".033",".035",".034",".037",".043",".027",".032",".03",".026",".021",".021",".024",".036",".029",".031",".035",".033",".028",".029",".031",".023",".019",".017",".025",".03",".032",".036",".042",".034",".032",".028",".029",".027",".017",".02",".024",".028",".032",".037",".038",".035",".032",".034",".026",".022",".02",".02",".026",".031",".036",".032",".035",".032",".036",".029",".027",".023",".018",".02",".024",".032",".03",".036",".032",".03",".032",".03",".026",".022",".019",".02",".024",".027",".032",".033",".033",".031",".034",".028",".024",".02",".018",".018",".025",".025",".031",".032",".033",".031",".028",".025",".021",".019",".015",".014",".017",".025",".036",".032",".036",".031",".028",".024",".022",".017",".014",".015",".018",".022",".03",".031",".03",".027",".023",".017",".016",".015",".012",".011",".013",".022",".027",".028",".026",".025",".025",".018",".015",".014",".012",".012",".011",".018",".026",".027",".029",".023",".022",".017",".013",".01",".01",".01",".013",".018",".025",".025",".0255",".0261",
"¾ç±¸","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.013*",".012",".013",".008",".008",".005",".005",".004",".004",".006",".011",".014",".013",".011",".009",".007",".006",".006",".004",".004",".004",".007",".01",".013",".011",".011",".008",".006",".004",".005",".004",".004",".003",".005",".011",".013",".016",".012",".01",".008",".006",".005",".003",".004",".003",".005",".01",".015",".0159",".0143",
"°í¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".008",".007",".008",".006",".006",".005",".004",".004",".004",".005",".006",".008",".006",".006",".006",".005",".004",".004",".003",".003",".003",".004",".005",".006",".005",".006",".006",".003",".002",".002",".003",".003",".003",".003",".005",".005",".006",".005",".006",".006",".005",".004",".003",".003",".003",".003",".005",".005",".0056",".006",
"Á¤¼±","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".012",".008",".008","0.007*","0.004*",".005",".005",".006",".007",".012",".015",".012",".009",".011",".011",".01",".009",".007",".006",".006",".009",".01",".013",".011",".009",".008",".007",".005",".006",".005",".005",".006",".006",".01",".012",".014",".01",".009",".007",".006",".005",".005",".005",".003",".005",".008",".013",".0125",".0122",
"È¾¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".018",".022",".014",".014",".011",".01",".008",".008",".008",".007",".011",".016",".019",".017",".015",".013",".011",".009",".009",".006",".006",".006",".011",".015",".016",".013",".012",".01",".007",".006",".006",".005",".005",".005",".007",".012",".016",".02",".015",".013",".009",".008",".007",".006",".007",".005",".009",".016",".019",".0173",".0162",
"ÃáÃµ","¿ùÆò±Õ","",".029",".022",".016",".016",".012",".011",".011",".01",".011",".017",".025",".026",".028",".03",".018",".018",".014",".012",".01",".009",".012",".019",".018",".022",".025",".022",".016",".016",".012",".01",".009",".008",".01",".015",".019",".024",".031",".023",".021",".016",".015",".009",".01",".011",".01",".016",".023",".029",".028",".02",".02",".018",".017",".014",".013",".009",".014",".02",".027",".026",".027",".028",".025",".018",".015",".01",".009",".01",".009",".019",".019","0.026*","0.023**","0.020**","0.020**","0.012**","0.011**","0.011**","0.009**","0.008**","0.010**","0.019**","0.029**","0.023**","0.023**",".022",".018",".015",".013",".01",".007",".007",".011",".013",".023",".028",".028",".024",".02",".014",".013",".01",".009",".008",".009",".017",".026",".027",".031",".021",".019",".014",".013",".01",".006",".006",".008",".012",".023",".023",".021",".019",".015",".01",".008",".007",".005",".005","0.005*","0.011*",".018",".021",".017",".015",".013",".009",".007",".006",".005",".005",".005",".009",".016",".018",".021",".015",".014",".01",".008",".006",".006",".005",".007",".009",".016",".02",".0205",".0187",
"°­¸ª","¿ùÆò±Õ","",".02",".022",".02",".02",".017",".022",".015",".016",".014",".016",".018",".018",".019",".025",".019",".017",".017",".014",".014",".012",".012",".016",".017",".016",".017",".016",".016",".014",".015",".013",".011",".011",".011",".013",".013",".015",".019",".016",".015",".012",".012",".012",".01",".009",".01",".012",".012",".015",".013",".018",".013",".012",".014",".012",".013",".012",".01",".014",".016",".013",".014",".014",".015",".012",".012",".011",".01",".009",".01",".013",".014",".016",".015",".015",".018",".015",".015",".014",".011",".007",".009",".014",".017",".015",".011",".013",".015",".008",".014",".012",".011",".013",".012",".011",".012",".012",".02",".011",".015",".015",".013",".013",".011",".01",".012","0.006**",".018",".017",".017",".016",".014",".013",".012",".01",".008",".009",".009","0.009*","",".015",".014",".014",".011","0.011**",".011",".01",".01",".011",".009",".01",".013",".014",".015",".014",".015",".011",".009",".01",".01",".01",".009",".008",".012",".013",".016",".012",".011",".009",".009",".008",".007",".009",".008",".012",".011",".01",".0106",".013",
